n_wait,rep_n,agent_type,p_delayed
0,37,MB,0.9777616159474375
0,37,MF,0.9997168250919126
0,38,MB,0.9718836963278038
0,38,MF,0.995705276756849
0,39,MB,0.9777616159474375
0,39,MF,0.9957054655968332
0,40,MB,0.9777616159474375
0,40,MF,0.9997168250919126
0,41,MB,0.9813392700519122
0,41,MF,0.995705464009619
0,42,MB,0.9777616159474375
0,42,MF,0.9956672886081971
0,43,MB,0.9813392700519122
0,43,MF,0.9997168250919126
0,44,MB,0.9813392700519122
0,44,MF,0.9956873891652256
0,45,MB,0.9813392700519122
0,45,MF,0.9997168250919126
0,46,MB,0.9777616159474375
0,46,MF,0.9957054657656662
0,47,MB,0.9777616159474375
0,47,MF,0.9957054657659958
0,48,MB,0.9853646114503288
0,48,MF,0.9997168250919126
0,49,MB,0.9777616159474375
0,49,MF,0.9956873891652256
0,50,MB,0.9893216862925599
0,50,MF,0.9997168250919126
0,51,MB,0.9610676409353615
0,51,MF,0.995703523321651
0,52,MB,0.9777616159474375
0,52,MF,0.9955963617337279
0,53,MB,0.9610676409353615
0,53,MF,0.9956338350132201
0,54,MB,0.9777616159474375
0,54,MF,0.9997168250919126
0,55,MB,0.9777616159474375
0,55,MF,0.9957054657644269
0,56,MB,0.9853646114503288
0,56,MF,0.9997168250919126
0,57,MB,0.9813392700519122
0,57,MF,0.9997168250919126
0,58,MB,0.9718836963278038
0,58,MF,0.9997168250919126
0,59,MB,0.9777616159474375
0,59,MF,0.995705464009619
0,60,MB,0.9853646114503288
0,60,MF,0.9956873891652256
0,61,MB,0.9777616159474375
0,61,MF,0.9997168250919126
0,62,MB,0.9897225812398804
0,62,MF,0.9997168250919126
0,63,MB,0.9777616159474375
0,63,MF,0.9997168250919126
0,64,MB,0.9813392700519122
0,64,MF,0.9957054574076051
0,65,MB,0.9718836963278038
0,65,MF,0.995705464009619
0,66,MB,0.9865869176567229
0,66,MF,0.995686628895103
0,67,MB,0.9853646114503288
0,67,MF,0.995705276756849
0,68,MB,0.9718836963278038
0,68,MF,0.9997168250919126
0,69,MB,0.9813392700519122
0,69,MF,0.9997168250919126
0,70,MB,0.9813392700519122
0,70,MF,0.9997168250919126
0,71,MB,0.9813392700519122
0,71,MF,0.995703523321651
0,72,MB,0.9777616159474375
0,72,MF,0.9997168250919126
0,73,MB,0.9610676409353615
0,73,MF,0.9955963617337279
0,74,MB,0.9610676409353615
0,74,MF,0.9957054260002642
0,75,MB,0.9718836963278038
