rep_n,trial_n,agent_type,a1,a2,stay,r,last_r,last_trans
90,172,MF,right,right,0,1,0,rare
90,173,MF,left,left,0,0,1,common
90,174,MF,right,left,0,0,0,common
90,175,MF,right,right,1,1,0,common
90,176,MF,right,left,1,0,1,common
90,177,MF,right,right,1,1,0,common
90,178,MF,left,right,0,1,1,common
90,179,MF,right,right,0,1,1,rare
90,180,MF,left,right,0,0,1,common
90,181,MF,right,right,0,1,0,rare
90,182,MF,right,right,1,1,1,common
90,183,MF,left,right,0,0,1,rare
90,184,MF,right,right,0,0,0,common
90,185,MF,left,right,0,0,0,common
90,186,MF,right,right,0,1,0,common
90,187,MF,right,right,1,1,1,common
90,188,MF,right,right,1,0,1,common
90,189,MF,left,right,0,0,0,common
90,190,MF,left,right,1,1,0,common
90,191,MF,right,right,0,0,1,rare
90,192,MF,left,right,0,0,0,common
90,193,MF,right,right,0,0,0,rare
90,194,MF,right,left,1,0,0,common
90,195,MF,right,left,1,0,0,common
90,196,MF,left,right,0,0,0,rare
90,197,MF,right,left,0,0,0,common
90,198,MF,left,right,0,0,0,rare
90,199,MF,left,right,1,1,0,rare
90,200,MF,left,right,1,0,1,rare
90,201,MF,right,left,0,1,0,common
90,202,MF,left,right,0,1,1,common
90,203,MF,left,left,1,1,1,rare
90,204,MF,right,right,0,1,1,rare
90,205,MF,right,right,1,1,1,common
90,206,MF,right,left,1,0,1,common
90,207,MF,left,left,0,0,0,rare
90,208,MF,left,left,1,0,0,rare
90,209,MF,left,right,1,0,0,rare
90,210,MF,right,right,0,1,0,common
90,211,MF,left,right,0,1,1,common
90,212,MF,left,left,1,0,1,rare
90,213,MF,left,left,1,0,0,common
90,214,MF,right,left,0,1,0,common
90,215,MF,right,right,1,0,1,rare
90,216,MF,right,right,1,0,0,common
90,217,MF,right,left,1,0,0,common
90,218,MF,left,right,0,1,0,common
90,219,MF,left,left,1,0,1,rare
90,220,MF,right,right,0,1,0,common
90,221,MF,right,right,1,1,1,common
90,222,MF,right,left,1,0,1,common
90,223,MF,left,left,0,1,0,rare
90,224,MF,left,right,1,0,1,common
90,225,MF,left,left,1,0,0,common
90,226,MF,left,left,1,1,0,common
90,227,MF,left,left,1,1,1,common
90,228,MF,right,left,0,0,1,common
90,229,MF,right,right,1,1,0,rare
90,230,MF,right,left,1,0,1,common
90,231,MF,left,left,0,1,0,rare
90,232,MF,left,right,1,1,1,common
90,233,MF,left,left,1,1,1,rare
90,234,MF,left,right,1,0,1,common
90,235,MF,right,left,0,0,0,rare
90,236,MF,right,right,1,1,0,rare
90,237,MF,right,right,1,1,1,rare
90,238,MF,left,right,0,0,1,common
90,239,MF,right,right,0,1,0,rare
90,240,MF,left,right,0,1,1,common
90,241,MF,right,right,0,0,1,common
90,242,MF,left,right,0,1,0,rare
90,243,MF,right,right,0,0,1,common
90,244,MF,left,left,0,1,0,rare
90,245,MF,left,left,1,0,1,common
90,246,MF,left,right,1,0,0,common
90,247,MF,right,left,0,1,0,common
90,248,MF,left,right,0,0,1,rare
90,249,MF,left,left,1,0,0,rare
90,0,MB,left,left,0,1,,
90,1,MB,right,left,0,0,1,common
90,2,MB,left,left,0,1,0,common
90,3,MB,left,right,1,0,1,common
90,4,MB,right,left,0,0,0,common
90,5,MB,left,right,0,1,0,common
90,6,MB,left,right,1,1,1,common
90,7,MB,right,left,0,1,1,common
90,8,MB,right,left,1,1,1,common
90,9,MB,left,right,0,1,1,common
90,10,MB,left,left,1,0,1,rare
90,11,MB,right,left,0,1,0,common
90,12,MB,right,left,1,1,1,rare
90,13,MB,left,left,0,1,1,common
90,14,MB,right,right,0,1,1,common
90,15,MB,left,right,0,1,1,common
90,16,MB,left,right,1,1,1,common
90,17,MB,right,left,0,0,1,common
90,18,MB,right,right,1,1,0,common
90,19,MB,left,right,0,1,1,rare
90,20,MB,left,right,1,1,1,rare
90,21,MB,left,right,1,1,1,common
90,22,MB,left,left,1,1,1,common
90,23,MB,right,left,0,0,1,common
90,24,MB,left,right,0,1,0,common
90,25,MB,right,left,0,0,1,common
90,26,MB,right,right,1,1,0,rare
90,27,MB,right,right,1,0,1,common
90,28,MB,right,right,1,1,0,rare
90,29,MB,left,right,0,0,1,common
90,30,MB,left,right,1,1,0,rare
90,31,MB,left,right,1,1,1,rare
90,32,MB,left,right,1,1,1,common
90,33,MB,right,right,0,1,1,common
90,34,MB,right,left,1,1,1,rare
90,35,MB,left,left,0,0,1,common
90,36,MB,left,right,1,1,0,common
90,37,MB,left,left,1,0,1,common
90,38,MB,right,right,0,1,0,common
90,39,MB,right,right,1,1,1,common
90,40,MB,right,left,1,1,1,common
90,41,MB,left,right,0,1,1,common
90,42,MB,left,right,1,1,1,rare
90,43,MB,left,right,1,1,1,common
90,44,MB,right,right,0,1,1,common
90,45,MB,right,right,1,1,1,common
90,46,MB,right,right,1,1,1,rare
90,47,MB,left,right,0,1,1,rare
90,48,MB,right,right,0,1,1,rare
90,49,MB,left,left,0,0,1,rare
90,50,MB,right,left,0,1,0,common
90,51,MB,left,left,0,0,1,common
90,52,MB,left,right,1,0,0,rare
90,53,MB,left,right,1,1,0,common
90,54,MB,left,right,1,0,1,common
90,55,MB,right,left,0,1,0,common
90,56,MB,left,left,0,1,1,rare
90,57,MB,right,right,0,1,1,common
90,58,MB,left,left,0,0,1,common
90,59,MB,left,left,1,1,0,common
90,60,MB,left,right,1,0,1,common
90,61,MB,left,right,1,1,0,common
90,62,MB,right,left,0,0,1,rare
90,63,MB,left,right,0,1,0,common
90,64,MB,left,left,1,0,1,rare
90,65,MB,right,right,0,1,0,common
90,66,MB,right,right,1,0,1,common
90,67,MB,left,right,0,1,0,common
90,68,MB,right,left,0,0,1,common
90,69,MB,right,right,1,1,0,common
90,70,MB,left,right,0,1,1,common
90,71,MB,right,left,0,0,1,rare
90,72,MB,right,right,1,0,0,common
90,73,MB,right,right,1,1,0,common
90,74,MB,left,right,0,0,1,rare
90,75,MB,right,left,0,1,0,common
90,76,MB,left,right,0,0,1,rare
90,77,MB,right,left,0,0,0,common
90,78,MB,left,left,0,0,0,common
90,79,MB,left,right,1,1,0,common
90,80,MB,left,left,1,1,1,rare
90,81,MB,left,right,1,0,1,common
90,82,MB,left,left,1,0,0,common
90,83,MB,left,left,1,1,0,common
90,84,MB,left,left,1,0,1,common
90,85,MB,left,right,1,1,0,common
90,86,MB,right,left,0,0,1,rare
90,87,MB,left,right,0,0,0,rare
90,88,MB,right,left,0,0,0,common
90,89,MB,right,right,1,0,0,common
90,90,MB,right,right,1,0,0,rare
90,91,MB,right,right,1,1,0,common
90,92,MB,left,left,0,0,1,common
90,93,MB,left,right,1,1,0,common
90,94,MB,right,right,0,0,1,rare
90,95,MB,right,right,1,0,0,common
90,96,MB,left,left,0,1,0,common
90,97,MB,right,left,0,0,1,rare
90,98,MB,right,left,1,1,0,common
90,99,MB,left,right,0,0,1,rare
90,100,MB,right,right,0,0,0,common
90,101,MB,left,left,0,0,0,common
90,102,MB,right,left,0,0,0,common
90,103,MB,right,left,1,0,0,rare
90,104,MB,left,left,0,0,0,rare
90,105,MB,left,left,1,0,0,common
90,106,MB,left,right,1,1,0,common
90,107,MB,right,left,0,0,1,rare
90,108,MB,right,left,1,0,0,common
90,109,MB,right,left,1,0,0,rare
90,110,MB,left,left,0,1,0,common
90,111,MB,right,left,0,1,1,common
90,112,MB,left,left,0,1,1,common
90,113,MB,right,right,0,0,1,rare
90,114,MB,right,left,1,0,0,common
90,115,MB,left,right,0,0,0,common
90,116,MB,left,left,1,1,0,rare
90,117,MB,right,left,0,1,1,rare
90,118,MB,left,left,0,0,1,common
90,119,MB,right,left,0,0,0,rare
90,120,MB,left,right,0,0,0,rare
90,121,MB,right,left,0,0,0,common
90,122,MB,left,left,0,1,0,common
90,123,MB,left,left,1,0,1,common
90,124,MB,right,left,0,0,0,common
90,125,MB,right,left,1,0,0,common
90,126,MB,left,left,0,0,0,rare
90,127,MB,left,right,1,1,0,common
90,128,MB,right,left,0,0,1,common
90,129,MB,left,right,0,1,0,rare
90,130,MB,right,left,0,0,1,common
90,131,MB,right,right,1,0,0,rare
90,132,MB,left,right,0,1,0,rare
90,133,MB,left,left,1,1,1,common
90,134,MB,left,right,1,0,1,common
90,135,MB,left,right,1,0,0,common
90,136,MB,left,left,1,0,0,common
90,137,MB,left,left,1,1,0,common
90,138,MB,left,left,1,0,1,common
90,139,MB,left,left,1,0,0,common
90,140,MB,right,right,0,1,0,rare
90,141,MB,left,left,0,0,1,common
90,142,MB,right,right,0,1,0,common
90,143,MB,right,right,1,1,1,common
90,144,MB,right,right,1,0,1,common
90,145,MB,right,left,1,0,0,rare
90,146,MB,right,left,1,1,0,common
90,147,MB,left,right,0,0,1,rare
90,148,MB,left,right,1,0,0,common
90,149,MB,right,left,0,0,0,rare
90,150,MB,left,left,0,1,0,common
90,151,MB,left,right,1,0,1,rare
90,152,MB,right,left,0,0,0,rare
90,153,MB,right,right,1,1,0,rare
90,154,MB,right,right,1,0,1,common
90,155,MB,right,left,1,1,0,rare
90,156,MB,right,right,1,0,1,rare
90,157,MB,left,left,0,0,0,common
90,158,MB,left,left,1,1,0,common
90,159,MB,right,right,0,1,1,rare
90,160,MB,right,right,1,0,1,common
90,161,MB,left,left,0,0,0,rare
90,162,MB,right,right,0,1,0,rare
90,163,MB,left,left,0,0,1,common
90,164,MB,right,right,0,0,0,common
90,165,MB,right,right,1,0,0,common
90,166,MB,left,right,0,0,0,rare
90,167,MB,left,right,1,1,0,rare
90,168,MB,right,right,0,1,1,rare
90,169,MB,left,left,0,1,1,common
90,170,MB,left,right,1,0,1,common
90,171,MB,left,right,1,0,0,common
90,172,MB,left,left,1,0,0,rare
90,173,MB,right,left,0,0,0,rare
90,174,MB,right,left,1,1,0,rare
90,175,MB,right,right,1,1,1,rare
90,176,MB,left,left,0,0,1,common
90,177,MB,right,left,0,1,0,common
90,178,MB,left,left,0,1,1,rare
90,179,MB,left,left,1,1,1,common
90,180,MB,left,right,1,0,1,common
90,181,MB,left,right,1,0,0,rare
90,182,MB,right,left,0,1,0,common
90,183,MB,right,left,1,0,1,rare
90,184,MB,left,left,0,1,0,rare
90,185,MB,left,left,1,1,1,common
90,186,MB,right,right,0,0,1,rare
90,187,MB,left,left,0,1,0,common
90,188,MB,right,left,0,1,1,common
90,189,MB,right,left,1,0,1,common
90,190,MB,right,right,1,0,0,rare
90,191,MB,right,left,1,1,0,rare
90,192,MB,right,right,1,0,1,common
90,193,MB,left,left,0,0,0,common
90,194,MB,right,right,0,0,0,rare
90,195,MB,left,left,0,1,0,rare
90,196,MB,left,left,1,0,1,rare
90,197,MB,left,left,1,1,0,common
90,198,MB,left,left,1,0,1,rare
90,199,MB,left,left,1,1,0,common
90,200,MB,right,left,0,0,1,common
90,201,MB,right,left,1,0,0,common
90,202,MB,right,right,1,1,0,rare
90,203,MB,right,right,1,1,1,common
90,204,MB,left,right,0,0,1,common
90,205,MB,right,left,0,0,0,common
90,206,MB,right,left,1,0,0,rare
90,207,MB,right,left,1,0,0,rare
90,208,MB,right,right,1,0,0,common
90,209,MB,left,right,0,1,0,rare
90,210,MB,right,right,0,0,1,common
90,211,MB,left,right,0,1,0,rare
90,212,MB,left,right,1,0,1,common
90,213,MB,right,right,0,0,0,common
90,214,MB,right,right,1,0,0,common
90,215,MB,right,right,1,0,0,common
90,216,MB,left,left,0,0,0,common
90,217,MB,left,left,1,1,0,common
90,218,MB,left,left,1,0,1,rare
90,219,MB,right,right,0,0,0,common
90,220,MB,right,left,1,1,0,rare
90,221,MB,left,left,0,0,1,common
90,222,MB,left,right,1,1,0,common
90,223,MB,right,left,0,0,1,common
90,224,MB,left,right,0,0,0,common
90,225,MB,right,left,0,1,0,common
90,226,MB,right,left,1,1,1,rare
90,227,MB,right,left,1,0,1,common
90,228,MB,left,left,0,0,0,rare
90,229,MB,right,right,0,0,0,common
90,230,MB,right,left,1,0,0,rare
90,231,MB,right,left,1,0,0,common
90,232,MB,left,right,0,0,0,common
90,233,MB,left,left,1,1,0,rare
90,234,MB,right,left,0,1,1,rare
90,235,MB,left,right,0,1,1,common
90,236,MB,left,left,1,1,1,common
90,237,MB,right,left,0,0,1,rare
90,238,MB,left,right,0,1,0,rare
90,239,MB,left,right,1,0,1,common
90,240,MB,left,left,1,1,0,common
90,241,MB,left,left,1,1,1,rare
90,242,MB,right,left,0,0,1,rare
90,243,MB,right,right,1,0,0,common
90,244,MB,left,left,0,1,0,rare
90,245,MB,right,left,0,1,1,rare
90,246,MB,right,left,1,0,1,common
90,247,MB,left,right,0,0,0,common
90,248,MB,left,right,1,0,0,common
90,249,MB,right,left,0,1,0,common
91,0,MF,right,left,0,0,,
91,1,MF,right,right,1,0,0,common
91,2,MF,right,right,1,0,0,common
91,3,MF,right,right,1,0,0,rare
91,4,MF,left,right,0,0,0,common
91,5,MF,right,left,0,1,0,rare
91,6,MF,right,right,1,0,1,rare
91,7,MF,left,left,0,0,0,common
91,8,MF,left,left,1,0,0,common
91,9,MF,left,right,1,0,0,common
91,10,MF,left,left,1,1,0,common
91,11,MF,left,left,1,1,1,common
91,12,MF,left,left,1,1,1,rare
91,13,MF,left,left,1,1,1,common
91,14,MF,left,left,1,1,1,common
91,15,MF,left,left,1,1,1,common
91,16,MF,left,left,1,1,1,common
91,17,MF,left,left,1,1,1,common
91,18,MF,right,left,0,0,1,rare
91,19,MF,left,right,0,0,0,common
91,20,MF,right,left,0,0,0,rare
91,21,MF,right,left,1,0,0,rare
91,22,MF,right,left,1,1,0,common
91,23,MF,right,left,1,1,1,common
91,24,MF,right,left,1,0,1,common
91,25,MF,left,left,0,1,0,common
91,26,MF,right,left,0,1,1,common
91,27,MF,right,left,1,1,1,common
91,28,MF,left,left,0,1,1,common
91,29,MF,right,left,0,0,1,rare
91,30,MF,right,right,1,1,0,common
91,31,MF,left,left,0,1,1,common
91,32,MF,right,right,0,1,1,common
91,33,MF,left,left,0,0,1,common
91,34,MF,left,right,1,0,0,common
91,35,MF,left,right,1,1,0,rare
91,36,MF,right,right,0,0,1,common
91,37,MF,left,right,0,0,0,common
91,38,MF,left,left,1,1,0,common
91,39,MF,right,left,0,1,1,common
91,40,MF,right,left,1,0,1,rare
91,41,MF,right,left,1,0,0,common
91,42,MF,right,right,1,0,0,common
91,43,MF,left,left,0,1,0,common
91,44,MF,left,left,1,1,1,common
91,45,MF,right,right,0,0,1,common
91,46,MF,left,left,0,0,0,common
91,47,MF,right,right,0,0,0,common
91,48,MF,left,right,0,0,0,rare
91,49,MF,left,right,1,1,0,common
91,50,MF,left,left,1,0,1,common
91,51,MF,left,right,1,0,0,common
91,52,MF,left,right,1,0,0,common
91,53,MF,left,right,1,0,0,common
91,54,MF,right,left,0,1,0,common
91,55,MF,left,left,0,0,1,common
91,56,MF,left,right,1,0,0,rare
91,57,MF,left,left,1,1,0,rare
91,58,MF,right,left,0,0,1,common
91,59,MF,left,left,0,1,0,rare
91,60,MF,right,right,0,0,1,common
91,61,MF,left,left,0,1,0,common
91,62,MF,left,left,1,0,1,rare
91,63,MF,left,left,1,1,0,rare
91,64,MF,left,left,1,1,1,rare
91,65,MF,left,left,1,1,1,common
91,66,MF,left,left,1,0,1,common
91,67,MF,left,right,1,0,0,rare
91,68,MF,left,left,1,0,0,rare
91,69,MF,left,right,1,0,0,common
91,70,MF,right,left,0,1,0,rare
91,71,MF,right,left,1,0,1,rare
91,72,MF,right,left,1,0,0,common
91,73,MF,right,left,1,1,0,common
91,74,MF,left,left,0,1,1,rare
91,75,MF,right,left,0,1,1,common
91,76,MF,right,right,1,0,1,common
91,77,MF,left,left,0,1,0,common
91,78,MF,left,left,1,1,1,rare
91,79,MF,left,left,1,1,1,common
91,80,MF,left,left,1,1,1,common
91,81,MF,left,left,1,1,1,common
91,82,MF,right,left,0,0,1,common
91,83,MF,left,left,0,1,0,common
91,84,MF,left,left,1,1,1,common
91,85,MF,left,left,1,1,1,common
91,86,MF,left,left,1,0,1,common
91,87,MF,left,left,1,1,0,rare
91,88,MF,left,left,1,1,1,common
91,89,MF,right,left,0,1,1,common
91,90,MF,right,right,1,0,1,rare
91,91,MF,right,left,1,0,0,common
91,92,MF,right,left,1,1,0,common
91,93,MF,right,right,1,0,1,rare
91,94,MF,left,left,0,1,0,common
91,95,MF,left,left,1,0,1,common
91,96,MF,left,right,1,1,0,common
91,97,MF,left,right,1,0,1,rare
91,98,MF,left,right,1,0,0,rare
91,99,MF,right,left,0,0,0,common
91,100,MF,right,left,1,1,0,common
91,101,MF,left,left,0,1,1,rare
91,102,MF,left,left,1,0,1,common
91,103,MF,right,left,0,0,0,rare
91,104,MF,left,right,0,0,0,rare
91,105,MF,right,right,0,1,0,common
91,106,MF,right,right,1,0,1,common
91,107,MF,left,left,0,0,0,rare
91,108,MF,left,left,1,1,0,common
91,109,MF,left,left,1,1,1,common
91,110,MF,right,right,0,0,1,common
91,111,MF,right,right,1,1,0,common
91,112,MF,right,left,1,0,1,common
91,113,MF,right,left,1,1,0,common
91,114,MF,right,right,1,1,1,rare
91,115,MF,right,right,1,0,1,common
91,116,MF,left,left,0,0,0,common
91,117,MF,right,right,0,1,0,common
91,118,MF,right,left,1,1,1,common
91,119,MF,left,left,0,1,1,rare
91,120,MF,left,left,1,1,1,common
91,121,MF,right,right,0,0,1,common
91,122,MF,left,left,0,1,0,common
91,123,MF,left,right,1,0,1,common
91,124,MF,right,left,0,1,0,rare
91,125,MF,right,right,1,1,1,rare
91,126,MF,left,right,0,0,1,common
91,127,MF,right,left,0,0,0,rare
91,128,MF,right,right,1,0,0,common
91,129,MF,left,right,0,0,0,common
91,130,MF,left,left,1,1,0,common
91,131,MF,left,left,1,0,1,rare
91,132,MF,left,left,1,1,0,rare
91,133,MF,left,left,1,1,1,common
91,134,MF,left,left,1,1,1,rare
91,135,MF,left,left,1,0,1,common
91,136,MF,right,left,0,0,0,common
91,137,MF,left,left,0,0,0,common
91,138,MF,right,right,0,1,0,common
91,139,MF,left,left,0,0,1,common
91,140,MF,left,right,1,1,0,common
91,141,MF,left,left,1,1,1,rare
91,142,MF,right,right,0,1,1,common
91,143,MF,right,left,1,1,1,rare
91,144,MF,right,right,1,0,1,common
91,145,MF,left,right,0,0,0,rare
91,146,MF,left,right,1,1,0,common
91,147,MF,right,right,0,0,1,common
91,148,MF,left,right,0,0,0,common
91,149,MF,left,left,1,0,0,rare
91,150,MF,right,right,0,0,0,common
91,151,MF,left,right,0,1,0,common
91,152,MF,left,right,1,1,1,common
91,153,MF,left,right,1,1,1,common
91,154,MF,right,left,0,1,1,common
91,155,MF,right,left,1,0,1,common
91,156,MF,left,right,0,1,0,common
91,157,MF,left,right,1,0,1,common
91,158,MF,left,left,1,1,0,common
91,159,MF,right,left,0,1,1,common
91,160,MF,right,right,1,1,1,rare
91,161,MF,left,right,0,1,1,rare
91,162,MF,right,right,0,1,1,rare
91,163,MF,right,right,1,0,1,common
91,164,MF,left,left,0,0,0,common
91,165,MF,right,left,0,0,0,rare
91,166,MF,left,left,0,1,0,common
91,167,MF,left,right,1,0,1,common
91,168,MF,left,left,1,1,0,common
91,169,MF,right,left,0,0,1,rare
91,170,MF,left,right,0,0,0,common
91,171,MF,right,right,0,0,0,rare
91,172,MF,right,right,1,1,0,common
91,173,MF,left,left,0,1,1,common
91,174,MF,left,left,1,0,1,common
91,175,MF,left,left,1,1,0,common
91,176,MF,right,left,0,1,1,common
91,177,MF,right,left,1,1,1,rare
91,178,MF,right,right,1,0,1,common
91,179,MF,right,left,1,1,0,common
91,180,MF,right,left,1,1,1,common
91,181,MF,right,right,1,0,1,common
91,182,MF,left,left,0,0,0,common
91,183,MF,right,right,0,0,0,rare
91,184,MF,left,left,0,0,0,rare
91,185,MF,left,right,1,1,0,common
91,186,MF,right,right,0,0,1,common
91,187,MF,left,right,0,1,0,common
91,188,MF,left,right,1,0,1,common
91,189,MF,right,left,0,0,0,common
91,190,MF,left,left,0,0,0,common
91,191,MF,left,left,1,0,0,rare
91,192,MF,right,left,0,1,0,common
91,193,MF,right,left,1,0,1,rare
91,194,MF,right,left,1,1,0,common
91,195,MF,right,left,1,1,1,rare
91,196,MF,left,left,0,0,1,common
91,197,MF,right,right,0,1,0,common
91,198,MF,left,left,0,1,1,common
91,199,MF,right,left,0,0,1,common
91,200,MF,left,right,0,1,0,rare
91,201,MF,right,right,0,0,1,common
91,202,MF,left,right,0,0,0,common
91,203,MF,left,left,1,1,0,common
91,204,MF,left,left,1,0,1,common
91,205,MF,right,right,0,1,0,rare
91,206,MF,right,right,1,1,1,common
91,207,MF,right,left,1,1,1,common
91,208,MF,left,left,0,0,1,rare
91,209,MF,left,left,1,0,0,common
91,210,MF,left,left,1,0,0,common
91,211,MF,right,right,0,0,0,common
91,212,MF,left,right,0,1,0,rare
91,213,MF,left,right,1,1,1,rare
91,214,MF,left,left,1,1,1,common
91,215,MF,left,left,1,0,1,common
91,216,MF,left,left,1,0,0,common
91,217,MF,left,right,1,0,0,rare
91,218,MF,right,right,0,0,0,common
91,219,MF,right,left,1,1,0,common
91,220,MF,right,left,1,1,1,common
91,221,MF,right,right,1,0,1,common
91,222,MF,left,left,0,0,0,rare
91,223,MF,right,left,0,1,0,rare
91,224,MF,left,right,0,0,1,common
91,225,MF,left,left,1,0,0,rare
91,226,MF,left,left,1,0,0,common
91,227,MF,right,left,0,0,0,common
91,228,MF,left,right,0,1,0,common
91,229,MF,right,right,0,1,1,common
91,230,MF,right,right,1,1,1,rare
91,231,MF,left,right,0,1,1,rare
91,232,MF,right,right,0,1,1,rare
91,233,MF,right,right,1,1,1,rare
91,234,MF,right,right,1,0,1,common
91,235,MF,left,left,0,0,0,rare
91,236,MF,right,right,0,0,0,common
91,237,MF,right,right,1,0,0,common
91,238,MF,left,right,0,1,0,rare
91,239,MF,right,right,0,1,1,common
91,240,MF,right,right,1,0,1,common
91,241,MF,right,left,1,0,0,common
91,242,MF,right,right,1,0,0,common
91,243,MF,right,right,1,1,0,common
91,244,MF,left,right,0,0,1,common
91,245,MF,left,left,1,0,0,common
91,246,MF,left,left,1,1,0,rare
91,247,MF,left,right,1,1,1,common
91,248,MF,left,left,1,0,1,rare
91,249,MF,left,right,1,0,0,common
91,0,MB,left,right,0,0,,
91,1,MB,right,right,0,0,0,common
91,2,MB,left,left,0,0,0,common
91,3,MB,left,left,1,0,0,common
91,4,MB,right,left,0,0,0,common
91,5,MB,left,right,0,0,0,common
91,6,MB,left,left,1,0,0,common
91,7,MB,left,left,1,1,0,common
91,8,MB,right,right,0,0,1,common
91,9,MB,right,left,1,0,0,rare
91,10,MB,left,left,0,1,0,common
91,11,MB,right,left,0,1,1,common
91,12,MB,left,right,0,0,1,common
91,13,MB,left,left,1,1,0,rare
91,14,MB,right,left,0,0,1,common
91,15,MB,right,left,1,1,0,rare
91,16,MB,left,left,0,0,1,common
91,17,MB,right,right,0,1,0,common
91,18,MB,left,right,0,1,1,rare
91,19,MB,left,right,1,0,1,common
91,20,MB,left,left,1,0,0,common
91,21,MB,left,right,1,0,0,common
91,22,MB,right,left,0,1,0,common
91,23,MB,right,left,1,1,1,rare
91,24,MB,left,right,0,0,1,common
91,25,MB,left,right,1,0,0,common
91,26,MB,left,left,1,1,0,common
91,27,MB,left,left,1,1,1,common
91,28,MB,left,right,1,1,1,common
91,29,MB,left,left,1,0,1,common
91,30,MB,left,left,1,1,0,common
91,31,MB,right,left,0,0,1,common
91,32,MB,right,left,1,0,0,common
91,33,MB,left,left,0,1,0,common
91,34,MB,right,left,0,0,1,common
91,35,MB,right,right,1,0,0,common
91,36,MB,right,right,1,1,0,common
91,37,MB,right,left,1,0,1,common
91,38,MB,right,right,1,1,0,rare
91,39,MB,left,left,0,1,1,common
91,40,MB,left,left,1,1,1,common
91,41,MB,left,right,1,0,1,common
91,42,MB,right,right,0,0,0,common
91,43,MB,right,right,1,0,0,common
91,44,MB,right,left,1,1,0,common
91,45,MB,right,left,1,1,1,common
91,46,MB,right,right,1,1,1,common
91,47,MB,left,left,0,0,1,rare
91,48,MB,left,right,1,1,0,common
91,49,MB,right,left,0,1,1,common
91,50,MB,left,right,0,1,1,common
91,51,MB,right,left,0,0,1,common
91,52,MB,right,right,1,0,0,rare
91,53,MB,right,left,1,1,0,rare
91,54,MB,left,right,0,0,1,common
91,55,MB,left,left,1,1,0,rare
91,56,MB,left,left,1,0,1,rare
91,57,MB,left,left,1,1,0,common
91,58,MB,left,right,1,1,1,rare
91,59,MB,right,left,0,0,1,common
91,60,MB,right,left,1,0,0,rare
91,61,MB,left,right,0,1,0,common
91,62,MB,left,right,1,1,1,common
91,63,MB,left,right,1,1,1,common
91,64,MB,right,right,0,0,1,common
91,65,MB,left,right,0,1,0,rare
91,66,MB,left,right,1,0,1,common
91,67,MB,right,left,0,0,0,rare
91,68,MB,left,right,0,0,0,common
91,69,MB,left,right,1,0,0,rare
91,70,MB,right,right,0,0,0,common
91,71,MB,left,right,0,0,0,common
91,72,MB,left,left,1,0,0,common
91,73,MB,right,left,0,0,0,common
91,74,MB,right,left,1,1,0,common
91,75,MB,left,left,0,1,1,common
91,76,MB,left,left,1,0,1,common
91,77,MB,left,right,1,0,0,common
91,78,MB,right,left,0,1,0,rare
91,79,MB,right,left,1,1,1,rare
91,80,MB,left,left,0,0,1,common
91,81,MB,left,left,1,1,0,common
91,82,MB,right,left,0,1,1,common
91,83,MB,right,left,1,1,1,common
91,84,MB,left,left,0,0,1,common
91,85,MB,right,right,0,0,0,common
91,86,MB,right,right,1,0,0,rare
91,87,MB,right,right,1,1,0,common
91,88,MB,left,left,0,1,1,rare
91,89,MB,left,right,1,0,1,rare
91,90,MB,left,right,1,0,0,common
91,91,MB,left,left,1,1,0,common
91,92,MB,right,left,0,1,1,rare
91,93,MB,right,right,1,1,1,common
91,94,MB,right,right,1,0,1,rare
91,95,MB,left,right,0,1,0,common
91,96,MB,left,right,1,0,1,common
91,97,MB,right,left,0,1,0,common
91,98,MB,right,right,1,1,1,common
91,99,MB,right,left,1,0,1,common
91,100,MB,right,right,1,0,0,common
91,101,MB,left,right,0,0,0,common
91,102,MB,right,right,0,1,0,common
91,103,MB,right,right,1,1,1,common
91,104,MB,right,left,1,0,1,rare
91,105,MB,right,right,1,0,0,common
91,106,MB,right,left,1,1,0,rare
91,107,MB,right,right,1,0,1,common
91,108,MB,right,left,1,1,0,common
91,109,MB,right,left,1,0,1,rare
91,110,MB,right,right,1,1,0,common
91,111,MB,left,left,0,0,1,common
91,112,MB,left,left,1,0,0,common
91,113,MB,left,left,1,1,0,common
91,114,MB,right,right,0,0,1,common
91,115,MB,left,right,0,1,0,common
91,116,MB,left,left,1,0,1,common
91,117,MB,left,right,1,0,0,common
91,118,MB,right,left,0,1,0,rare
91,119,MB,left,right,0,0,1,common
91,120,MB,left,left,1,1,0,common
91,121,MB,right,right,0,0,1,rare
91,122,MB,right,left,1,0,0,common
91,123,MB,left,right,0,0,0,common
91,124,MB,left,left,1,0,0,common
91,125,MB,left,left,1,0,0,common
91,126,MB,left,left,1,1,0,rare
91,127,MB,right,right,0,1,1,rare
91,128,MB,left,right,0,1,1,common
91,129,MB,right,left,0,1,1,common
91,130,MB,right,left,1,1,1,rare
91,131,MB,right,left,1,0,1,common
91,132,MB,left,right,0,0,0,common
91,133,MB,left,right,1,1,0,common
91,134,MB,left,left,1,0,1,rare
91,135,MB,right,right,0,0,0,common
91,136,MB,left,left,0,1,0,common
91,137,MB,left,left,1,0,1,common
91,138,MB,left,right,1,1,0,common
91,139,MB,left,right,1,0,1,rare
91,140,MB,right,left,0,0,0,common
91,141,MB,right,left,1,0,0,rare
91,142,MB,left,left,0,0,0,common
91,143,MB,left,left,1,1,0,common
91,144,MB,left,left,1,1,1,common
