rep_n,trial_n,agent_type,a1,a2,stay,r,last_r,last_trans
15,216,MB,left,left,0,1,1,rare
15,217,MB,right,left,0,1,1,common
15,218,MB,right,left,1,1,1,rare
15,219,MB,left,left,0,1,1,common
15,220,MB,left,left,1,1,1,common
15,221,MB,right,right,0,0,1,common
15,222,MB,right,left,1,0,0,common
15,223,MB,left,left,0,1,0,rare
15,224,MB,right,left,0,0,1,rare
15,225,MB,right,left,1,1,0,rare
15,226,MB,left,left,0,0,1,common
15,227,MB,right,left,0,0,0,common
15,228,MB,left,right,0,1,0,common
15,229,MB,right,left,0,1,1,common
15,230,MB,left,left,0,0,1,common
15,231,MB,right,left,0,0,0,common
15,232,MB,right,left,1,0,0,rare
15,233,MB,left,right,0,0,0,common
15,234,MB,right,left,0,1,0,common
15,235,MB,left,right,0,0,1,common
15,236,MB,right,left,0,1,0,common
15,237,MB,left,right,0,0,1,common
15,238,MB,right,left,0,1,0,common
15,239,MB,right,left,1,0,1,common
15,240,MB,right,left,1,1,0,rare
15,241,MB,right,left,1,1,1,common
15,242,MB,left,left,0,0,1,rare
15,243,MB,right,right,0,0,0,common
15,244,MB,left,left,0,1,0,common
15,245,MB,left,left,1,0,1,common
15,246,MB,left,left,1,1,0,common
15,247,MB,left,left,1,0,1,common
15,248,MB,left,right,1,0,0,common
15,249,MB,left,left,1,0,0,common
16,0,MF,right,left,0,1,,
16,1,MF,right,left,1,1,1,common
16,2,MF,right,left,1,1,1,rare
16,3,MF,right,left,1,0,1,common
16,4,MF,right,left,1,1,0,common
16,5,MF,right,left,1,0,1,common
16,6,MF,right,left,1,1,0,common
16,7,MF,right,left,1,1,1,common
16,8,MF,left,left,0,1,1,rare
16,9,MF,right,left,0,0,1,common
16,10,MF,right,right,1,0,0,rare
16,11,MF,left,left,0,1,0,common
16,12,MF,right,left,0,1,1,common
16,13,MF,right,left,1,1,1,rare
16,14,MF,left,left,0,1,1,common
16,15,MF,left,left,1,1,1,common
16,16,MF,left,left,1,0,1,common
16,17,MF,right,right,0,1,0,common
16,18,MF,left,left,0,1,1,common
16,19,MF,right,right,0,0,1,common
16,20,MF,left,left,0,1,0,common
16,21,MF,left,left,1,0,1,common
16,22,MF,left,left,1,1,0,common
16,23,MF,left,left,1,0,1,common
16,24,MF,right,left,0,0,0,common
16,25,MF,right,left,1,1,0,rare
16,26,MF,left,left,0,0,1,rare
16,27,MF,left,left,1,0,0,common
16,28,MF,left,right,1,0,0,rare
16,29,MF,right,right,0,0,0,rare
16,30,MF,left,left,0,0,0,common
16,31,MF,right,left,0,1,0,common
16,32,MF,left,left,0,1,1,common
16,33,MF,right,left,0,1,1,common
16,34,MF,right,left,1,0,1,common
16,35,MF,right,left,1,1,0,rare
16,36,MF,right,right,1,0,1,common
16,37,MF,right,left,1,0,0,common
16,38,MF,right,left,1,1,0,common
16,39,MF,left,right,0,0,1,rare
16,40,MF,right,right,0,0,0,common
16,41,MF,right,left,1,0,0,common
16,42,MF,left,left,0,0,0,common
16,43,MF,left,left,1,1,0,common
16,44,MF,right,right,0,1,1,common
16,45,MF,right,left,1,0,1,common
16,46,MF,right,right,1,0,0,common
16,47,MF,left,right,0,0,0,common
16,48,MF,left,left,1,0,0,rare
16,49,MF,left,right,1,0,0,common
16,50,MF,right,right,0,0,0,common
16,51,MF,right,right,1,1,0,common
16,52,MF,left,left,0,0,1,common
16,53,MF,right,right,0,1,0,common
16,54,MF,right,right,1,0,1,common
16,55,MF,left,right,0,1,0,common
16,56,MF,right,right,0,1,1,rare
16,57,MF,right,right,1,1,1,common
16,58,MF,left,right,0,0,1,common
16,59,MF,right,right,0,0,0,rare
16,60,MF,right,left,1,0,0,common
16,61,MF,left,right,0,0,0,rare
16,62,MF,right,left,0,0,0,rare
16,63,MF,right,left,1,1,0,rare
16,64,MF,right,left,1,0,1,common
16,65,MF,right,left,1,0,0,common
16,66,MF,left,left,0,0,0,common
16,67,MF,left,left,1,0,0,common
16,68,MF,left,left,1,0,0,rare
16,69,MF,right,right,0,0,0,rare
16,70,MF,left,right,0,1,0,common
16,71,MF,left,left,1,1,1,common
16,72,MF,right,left,0,1,1,rare
16,73,MF,right,left,1,1,1,common
16,74,MF,right,left,1,0,1,common
16,75,MF,right,right,1,0,0,common
16,76,MF,right,left,1,0,0,common
16,77,MF,left,left,0,1,0,common
16,78,MF,left,right,1,1,1,rare
16,79,MF,left,right,1,1,1,common
16,80,MF,left,right,1,0,1,common
16,81,MF,left,left,1,0,0,common
16,82,MF,left,left,1,1,0,rare
16,83,MF,left,right,1,0,1,rare
16,84,MF,right,right,0,1,0,common
16,85,MF,right,left,1,1,1,common
16,86,MF,right,left,1,0,1,rare
16,87,MF,right,left,1,0,0,rare
16,88,MF,right,right,1,0,0,common
16,89,MF,right,left,1,1,0,common
16,90,MF,right,left,1,1,1,common
16,91,MF,right,left,1,0,1,rare
16,92,MF,right,left,1,1,0,rare
16,93,MF,left,left,0,0,1,rare
16,94,MF,right,left,0,0,0,common
16,95,MF,right,left,1,1,0,common
16,96,MF,left,left,0,0,1,common
16,97,MF,right,left,0,1,0,common
16,98,MF,right,left,1,0,1,common
16,99,MF,right,left,1,0,0,rare
16,100,MF,left,left,0,0,0,common
16,101,MF,left,right,1,0,0,common
16,102,MF,right,left,0,1,0,common
16,103,MF,left,right,0,0,1,common
16,104,MF,right,left,0,1,0,common
16,105,MF,right,right,1,0,1,common
16,106,MF,right,left,1,0,0,common
16,107,MF,right,right,1,0,0,common
16,108,MF,right,left,1,1,0,rare
16,109,MF,left,right,0,1,1,common
16,110,MF,right,right,0,1,1,rare
16,111,MF,left,left,0,0,1,common
16,112,MF,left,right,1,0,0,common
16,113,MF,right,left,0,1,0,common
16,114,MF,right,left,1,0,1,rare
16,115,MF,right,right,1,0,0,common
16,116,MF,left,left,0,0,0,common
16,117,MF,right,right,0,0,0,common
16,118,MF,right,left,1,1,0,common
16,119,MF,right,right,1,1,1,common
16,120,MF,right,right,1,0,1,common
16,121,MF,right,left,1,1,0,common
16,122,MF,right,left,1,0,1,common
16,123,MF,left,right,0,0,0,rare
16,124,MF,left,right,1,0,0,rare
16,125,MF,right,left,0,1,0,common
16,126,MF,right,left,1,1,1,common
16,127,MF,right,right,1,0,1,common
16,128,MF,left,left,0,0,0,common
16,129,MF,right,left,0,1,0,common
16,130,MF,left,right,0,1,1,common
16,131,MF,right,left,0,0,1,common
16,132,MF,right,left,1,1,0,common
16,133,MF,right,right,1,1,1,rare
16,134,MF,left,left,0,0,1,rare
16,135,MF,right,left,0,0,0,common
16,136,MF,right,left,1,1,0,common
16,137,MF,right,left,1,1,1,common
16,138,MF,right,left,1,0,1,common
16,139,MF,right,left,1,1,0,common
16,140,MF,left,right,0,1,1,common
16,141,MF,left,left,1,1,1,common
16,142,MF,left,left,1,0,1,rare
16,143,MF,left,right,1,0,0,common
16,144,MF,left,left,1,1,0,common
16,145,MF,right,left,0,0,1,common
16,146,MF,left,left,0,1,0,common
16,147,MF,right,left,0,0,1,common
16,148,MF,left,left,0,0,0,common
16,149,MF,left,right,1,1,0,common
16,150,MF,left,right,1,1,1,rare
16,151,MF,left,right,1,0,1,rare
16,152,MF,right,right,0,1,0,common
16,153,MF,left,right,0,1,1,common
16,154,MF,left,right,1,1,1,rare
16,155,MF,left,right,1,0,1,rare
16,156,MF,left,left,1,0,0,common
16,157,MF,right,right,0,0,0,common
16,158,MF,right,left,1,1,0,common
16,159,MF,right,right,1,1,1,rare
16,160,MF,right,left,1,0,1,common
16,161,MF,left,right,0,0,0,rare
16,162,MF,right,right,0,0,0,common
16,163,MF,right,right,1,0,0,common
16,164,MF,right,left,1,1,0,common
16,165,MF,right,left,1,1,1,common
16,166,MF,right,left,1,1,1,rare
16,167,MF,right,left,1,1,1,common
16,168,MF,right,left,1,1,1,common
16,169,MF,right,left,1,1,1,common
16,170,MF,right,left,1,1,1,rare
16,171,MF,right,left,1,1,1,common
16,172,MF,left,left,0,1,1,common
16,173,MF,left,right,1,0,1,common
16,174,MF,left,left,1,1,0,common
16,175,MF,right,left,0,1,1,rare
16,176,MF,left,left,0,1,1,rare
16,177,MF,left,left,1,1,1,common
16,178,MF,left,left,1,1,1,common
16,179,MF,left,left,1,0,1,rare
16,180,MF,left,left,1,1,0,common
16,181,MF,left,left,1,0,1,rare
16,182,MF,right,left,0,1,0,rare
16,183,MF,left,left,0,1,1,common
16,184,MF,left,left,1,1,1,rare
16,185,MF,right,left,0,1,1,rare
16,186,MF,right,left,1,1,1,rare
16,187,MF,left,left,0,0,1,common
16,188,MF,left,left,1,0,0,common
16,189,MF,right,left,0,1,0,common
16,190,MF,left,left,0,0,1,common
16,191,MF,right,left,0,1,0,common
16,192,MF,right,right,1,0,1,common
16,193,MF,right,left,1,1,0,rare
16,194,MF,left,left,0,0,1,rare
16,195,MF,left,right,1,1,0,common
16,196,MF,right,left,0,1,1,common
16,197,MF,left,left,0,1,1,common
16,198,MF,left,left,1,0,1,common
16,199,MF,left,left,1,0,0,rare
16,200,MF,left,right,1,0,0,common
16,201,MF,left,left,1,1,0,rare
16,202,MF,right,left,0,1,1,common
16,203,MF,left,left,0,0,1,common
16,204,MF,right,left,0,0,0,common
16,205,MF,right,left,1,1,0,rare
16,206,MF,right,left,1,0,1,common
16,207,MF,right,left,1,1,0,common
16,208,MF,left,right,0,1,1,common
16,209,MF,left,right,1,0,1,common
16,210,MF,left,left,1,0,0,common
16,211,MF,right,left,0,0,0,rare
16,212,MF,left,left,0,1,0,rare
16,213,MF,left,right,1,0,1,rare
16,214,MF,right,right,0,0,0,common
16,215,MF,right,left,1,0,0,common
16,216,MF,right,right,1,1,0,common
16,217,MF,right,left,1,1,1,rare
16,218,MF,right,right,1,1,1,common
16,219,MF,left,right,0,0,1,rare
16,220,MF,right,right,0,0,0,common
16,221,MF,left,left,0,0,0,common
16,222,MF,right,left,0,1,0,rare
16,223,MF,left,right,0,0,1,common
16,224,MF,right,left,0,1,0,common
16,225,MF,right,left,1,1,1,common
16,226,MF,right,left,1,0,1,common
16,227,MF,right,left,1,0,0,common
16,228,MF,left,left,0,0,0,common
16,229,MF,right,right,0,1,0,rare
16,230,MF,right,right,1,0,1,rare
16,231,MF,right,right,1,1,0,common
16,232,MF,right,right,1,1,1,common
16,233,MF,right,left,1,1,1,common
16,234,MF,right,right,1,0,1,rare
16,235,MF,right,right,1,1,0,common
16,236,MF,right,right,1,1,1,common
16,237,MF,left,left,0,0,1,common
16,238,MF,left,right,1,1,0,common
16,239,MF,right,right,0,1,1,common
16,240,MF,left,right,0,1,1,common
16,241,MF,left,right,1,1,1,common
16,242,MF,right,right,0,0,1,common
16,243,MF,left,left,0,0,0,rare
16,244,MF,left,left,1,0,0,common
16,245,MF,left,right,1,0,0,common
16,246,MF,right,right,0,0,0,rare
16,247,MF,left,right,0,1,0,common
16,248,MF,left,right,1,0,1,common
16,249,MF,right,left,0,1,0,rare
16,0,MB,left,right,0,1,,
16,1,MB,right,right,0,0,1,rare
16,2,MB,left,left,0,0,0,common
16,3,MB,left,right,1,0,0,rare
16,4,MB,left,left,1,1,0,rare
16,5,MB,left,left,1,0,1,rare
16,6,MB,right,left,0,1,0,common
16,7,MB,left,left,0,0,1,common
16,8,MB,left,right,1,1,0,rare
16,9,MB,left,right,1,1,1,rare
16,10,MB,right,left,0,0,1,common
16,11,MB,left,right,0,0,0,common
16,12,MB,left,right,1,0,0,rare
16,13,MB,right,left,0,1,0,common
16,14,MB,right,right,1,1,1,common
16,15,MB,left,left,0,1,1,common
16,16,MB,right,right,0,1,1,rare
16,17,MB,left,left,0,0,1,common
16,18,MB,left,left,1,0,0,rare
16,19,MB,right,right,0,1,0,common
16,20,MB,right,right,1,1,1,common
16,21,MB,right,right,1,0,1,common
16,22,MB,left,right,0,1,0,common
16,23,MB,right,right,0,1,1,common
16,24,MB,left,right,0,0,1,common
16,25,MB,left,right,1,1,0,rare
16,26,MB,left,right,1,0,1,common
16,27,MB,left,right,1,1,0,common
16,28,MB,left,right,1,0,1,common
16,29,MB,right,right,0,0,0,rare
16,30,MB,left,left,0,0,0,common
16,31,MB,left,right,1,0,0,common
16,32,MB,right,left,0,0,0,common
16,33,MB,right,left,1,0,0,common
16,34,MB,left,left,0,0,0,common
16,35,MB,left,right,1,1,0,common
16,36,MB,left,left,1,0,1,common
16,37,MB,right,right,0,1,0,rare
16,38,MB,right,right,1,0,1,rare
16,39,MB,right,left,1,1,0,common
16,40,MB,right,right,1,1,1,common
16,41,MB,right,right,1,1,1,rare
16,42,MB,left,right,0,1,1,common
16,43,MB,right,right,0,1,1,rare
16,44,MB,right,right,1,1,1,common
16,45,MB,left,right,0,0,1,common
16,46,MB,right,left,0,1,0,rare
16,47,MB,left,right,0,1,1,rare
16,48,MB,right,left,0,0,1,common
16,49,MB,left,right,0,1,0,common
16,50,MB,right,left,0,0,1,common
16,51,MB,left,right,0,0,0,rare
16,52,MB,left,right,1,1,0,common
16,53,MB,left,right,1,1,1,common
16,54,MB,left,left,1,0,1,rare
16,55,MB,right,right,0,0,0,common
16,56,MB,right,right,1,1,0,rare
16,57,MB,right,right,1,1,1,common
16,58,MB,left,right,0,1,1,common
16,59,MB,right,right,0,1,1,common
16,60,MB,left,right,0,1,1,rare
16,61,MB,right,left,0,1,1,common
16,62,MB,left,left,0,1,1,common
16,63,MB,right,right,0,1,1,common
16,64,MB,right,right,1,1,1,common
16,65,MB,right,right,1,1,1,common
16,66,MB,right,left,1,0,1,rare
16,67,MB,left,right,0,1,0,rare
16,68,MB,left,right,1,1,1,common
16,69,MB,left,right,1,1,1,common
16,70,MB,left,left,1,1,1,common
16,71,MB,left,right,1,0,1,common
16,72,MB,right,left,0,0,0,common
16,73,MB,right,left,1,0,0,rare
16,74,MB,right,left,1,1,0,rare
16,75,MB,left,right,0,1,1,common
16,76,MB,left,right,1,0,1,common
16,77,MB,right,right,0,1,0,common
16,78,MB,left,right,0,0,1,common
16,79,MB,right,left,0,1,0,common
16,80,MB,right,left,1,1,1,common
16,81,MB,right,right,1,0,1,common
16,82,MB,left,right,0,1,0,rare
16,83,MB,right,right,0,0,1,rare
16,84,MB,right,right,1,1,0,common
16,85,MB,right,left,1,1,1,common
16,86,MB,right,right,1,1,1,common
16,87,MB,right,left,1,0,1,common
16,88,MB,left,left,0,1,0,rare
16,89,MB,left,left,1,0,1,rare
16,90,MB,right,right,0,0,0,common
16,91,MB,right,right,1,1,0,common
16,92,MB,left,right,0,0,1,common
16,93,MB,right,left,0,0,0,common
16,94,MB,left,left,0,1,0,rare
16,95,MB,right,left,0,1,1,rare
16,96,MB,right,left,1,0,1,common
16,97,MB,right,right,1,1,0,common
16,98,MB,right,right,1,1,1,common
16,99,MB,right,right,1,0,1,common
16,100,MB,right,right,1,1,0,rare
16,101,MB,left,right,0,1,1,common
16,102,MB,right,right,0,1,1,common
16,103,MB,right,right,1,1,1,rare
16,104,MB,left,left,0,0,1,rare
16,105,MB,left,left,1,0,0,common
16,106,MB,left,left,1,1,0,common
16,107,MB,right,right,0,1,1,rare
16,108,MB,right,left,1,1,1,common
16,109,MB,right,left,1,1,1,common
16,110,MB,right,left,1,0,1,common
16,111,MB,right,right,1,1,0,common
16,112,MB,left,right,0,1,1,rare
16,113,MB,left,right,1,0,1,rare
16,114,MB,left,left,1,0,0,common
16,115,MB,right,left,0,0,0,rare
16,116,MB,right,right,1,1,0,common
16,117,MB,right,right,1,1,1,common
16,118,MB,right,right,1,1,1,common
16,119,MB,right,right,1,0,1,rare
16,120,MB,left,right,0,0,0,common
16,121,MB,right,right,0,1,0,common
16,122,MB,left,right,0,1,1,common
16,123,MB,right,left,0,0,1,common
16,124,MB,right,left,1,1,0,common
16,125,MB,left,right,0,1,1,common
16,126,MB,right,left,0,1,1,common
16,127,MB,right,right,1,0,1,rare
16,128,MB,left,left,0,0,0,common
16,129,MB,left,left,1,0,0,common
16,130,MB,right,left,0,0,0,common
16,131,MB,left,right,0,0,0,common
16,132,MB,right,left,0,0,0,common
16,133,MB,right,right,1,1,0,common
16,134,MB,left,left,0,0,1,common
16,135,MB,right,right,0,1,0,common
16,136,MB,left,right,0,1,1,common
16,137,MB,right,right,0,0,1,rare
16,138,MB,right,right,1,1,0,rare
16,139,MB,left,left,0,1,1,common
16,140,MB,right,right,0,1,1,common
16,141,MB,left,right,0,0,1,rare
16,142,MB,right,right,0,1,0,common
16,143,MB,right,right,1,1,1,common
16,144,MB,right,right,1,0,1,common
16,145,MB,left,left,0,1,0,common
16,146,MB,right,left,0,1,1,common
16,147,MB,right,right,1,0,1,rare
16,148,MB,left,right,0,0,0,rare
16,149,MB,right,right,0,1,0,rare
16,150,MB,right,right,1,1,1,common
16,151,MB,left,left,0,0,1,common
16,152,MB,left,left,1,1,0,common
16,153,MB,left,right,1,0,1,common
16,154,MB,left,right,1,1,0,common
16,155,MB,left,left,1,0,1,common
16,156,MB,right,right,0,0,0,common
16,157,MB,right,right,1,0,0,rare
16,158,MB,right,left,1,1,0,common
16,159,MB,left,left,0,1,1,rare
16,160,MB,left,left,1,0,1,common
16,161,MB,left,right,1,1,0,common
16,162,MB,left,left,1,0,1,common
16,163,MB,right,left,0,0,0,common
16,164,MB,right,right,1,1,0,common
16,165,MB,right,right,1,1,1,common
16,166,MB,right,right,1,1,1,common
16,167,MB,left,right,0,1,1,rare
16,168,MB,right,right,0,0,1,rare
16,169,MB,left,right,0,0,0,common
16,170,MB,right,left,0,0,0,common
16,171,MB,right,right,1,1,0,common
16,172,MB,left,left,0,1,1,common
16,173,MB,left,right,1,0,1,common
16,174,MB,right,left,0,1,0,rare
16,175,MB,left,left,0,0,1,rare
16,176,MB,right,right,0,1,0,common
16,177,MB,left,left,0,1,1,rare
16,178,MB,left,right,1,1,1,common
16,179,MB,right,right,0,1,1,rare
16,180,MB,left,right,0,1,1,common
16,181,MB,left,right,1,0,1,rare
16,182,MB,right,right,0,0,0,common
16,183,MB,right,right,1,1,0,common
16,184,MB,right,right,1,1,1,rare
16,185,MB,right,left,1,0,1,rare
16,186,MB,left,right,0,0,0,common
16,187,MB,right,left,0,0,0,common
16,188,MB,left,left,0,0,0,rare
16,189,MB,right,left,0,0,0,common
16,190,MB,right,right,1,0,0,common
16,191,MB,right,right,1,1,0,common
16,192,MB,right,right,1,0,1,common
16,193,MB,left,right,0,0,0,common
16,194,MB,left,left,1,0,0,common
16,195,MB,left,right,1,0,0,common
16,196,MB,left,right,1,0,0,common
16,197,MB,right,left,0,0,0,common
16,198,MB,right,right,1,0,0,common
16,199,MB,left,right,0,1,0,rare
16,200,MB,left,right,1,0,1,common
16,201,MB,left,right,1,0,0,common
16,202,MB,right,right,0,0,0,common
16,203,MB,right,right,1,1,0,common
16,204,MB,left,right,0,1,1,common
16,205,MB,right,right,0,0,1,rare
16,206,MB,right,left,1,0,0,common
16,207,MB,left,right,0,0,0,common
16,208,MB,left,right,1,1,0,common
16,209,MB,right,right,0,0,1,common
16,210,MB,right,right,1,0,0,common
16,211,MB,left,right,0,1,0,common
16,212,MB,left,right,1,0,1,rare
16,213,MB,left,left,1,0,0,common
16,214,MB,left,left,1,1,0,common
16,215,MB,left,right,1,0,1,common
16,216,MB,left,left,1,1,0,rare
16,217,MB,right,right,0,1,1,common
16,218,MB,right,right,1,0,1,common
16,219,MB,left,right,0,1,0,common
16,220,MB,left,right,1,0,1,common
16,221,MB,right,right,0,1,0,common
16,222,MB,left,left,0,0,1,common
16,223,MB,left,left,1,1,0,common
16,224,MB,right,right,0,1,1,common
16,225,MB,left,left,0,1,1,common
16,226,MB,left,right,1,0,1,common
16,227,MB,left,left,1,1,0,rare
16,228,MB,left,left,1,0,1,common
16,229,MB,right,right,0,0,0,common
16,230,MB,left,right,0,0,0,common
16,231,MB,left,left,1,1,0,common
16,232,MB,left,right,1,0,1,common
16,233,MB,left,right,1,1,0,common
16,234,MB,left,left,1,0,1,common
16,235,MB,right,left,0,0,0,common
16,236,MB,left,right,0,0,0,rare
16,237,MB,left,right,1,0,0,rare
16,238,MB,right,right,0,0,0,common
16,239,MB,right,left,1,1,0,rare
16,240,MB,right,left,1,1,1,common
16,241,MB,right,left,1,1,1,common
16,242,MB,left,right,0,1,1,common
16,243,MB,right,left,0,1,1,common
16,244,MB,right,left,1,0,1,rare
16,245,MB,right,left,1,0,0,common
16,246,MB,left,right,0,0,0,common
16,247,MB,right,left,0,0,0,common
16,248,MB,left,right,0,1,0,common
16,249,MB,left,right,1,0,1,common
17,0,MF,right,right,0,0,,
17,1,MF,right,left,1,0,0,common
17,2,MF,left,right,0,1,0,common
17,3,MF,left,left,1,0,1,common
17,4,MF,left,left,1,0,0,rare
17,5,MF,right,right,0,0,0,rare
17,6,MF,right,right,1,1,0,rare
17,7,MF,right,right,1,1,1,rare
17,8,MF,right,left,1,0,1,rare
17,9,MF,left,right,0,1,0,common
17,10,MF,left,left,1,1,1,common
17,11,MF,right,left,0,1,1,rare
17,12,MF,right,right,1,1,1,common
17,13,MF,right,left,1,1,1,rare
17,14,MF,right,right,1,1,1,common
17,15,MF,right,left,1,1,1,rare
17,16,MF,right,left,1,0,1,common
17,17,MF,right,left,1,1,0,common
17,18,MF,right,right,1,1,1,common
17,19,MF,right,right,1,0,1,rare
17,20,MF,right,left,1,1,0,rare
17,21,MF,right,left,1,0,1,rare
17,22,MF,right,right,1,1,0,common
17,23,MF,right,right,1,1,1,common
17,24,MF,left,left,0,1,1,common
17,25,MF,left,right,1,1,1,common
17,26,MF,right,left,0,1,1,rare
17,27,MF,left,left,0,0,1,rare
17,28,MF,left,right,1,1,0,common
17,29,MF,right,left,0,1,1,rare
17,30,MF,left,left,0,1,1,rare
17,31,MF,right,right,0,1,1,common
17,32,MF,left,left,0,1,1,common
17,33,MF,left,right,1,1,1,common
17,34,MF,left,right,1,1,1,common
17,35,MF,right,left,0,1,1,common
17,36,MF,left,right,0,1,1,rare
17,37,MF,right,right,0,0,1,rare
17,38,MF,right,left,1,1,0,common
17,39,MF,left,right,0,0,1,rare
17,40,MF,left,left,1,0,0,common
17,41,MF,right,left,0,0,0,rare
17,42,MF,right,right,1,0,0,rare
17,43,MF,left,right,0,0,0,common
17,44,MF,left,right,1,1,0,common
17,45,MF,right,left,0,1,1,rare
17,46,MF,right,left,1,1,1,rare
17,47,MF,right,left,1,0,1,rare
17,48,MF,left,left,0,0,0,rare
17,49,MF,left,right,1,0,0,common
17,50,MF,left,left,1,1,0,common
17,51,MF,left,left,1,1,1,common
17,52,MF,right,left,0,1,1,common
17,53,MF,right,right,1,0,1,rare
17,54,MF,left,left,0,0,0,common
17,55,MF,right,left,0,1,0,common
17,56,MF,right,left,1,0,1,rare
17,57,MF,left,left,0,0,0,common
17,58,MF,right,right,0,0,0,common
17,59,MF,left,right,0,1,0,rare
17,60,MF,right,left,0,1,1,common
17,61,MF,left,right,0,0,1,rare
17,62,MF,right,right,0,1,0,rare
17,63,MF,left,right,0,1,1,rare
17,64,MF,right,left,0,1,1,common
17,65,MF,left,left,0,1,1,common
17,66,MF,left,right,1,0,1,rare
17,67,MF,right,right,0,1,0,rare
17,68,MF,left,left,0,1,1,common
17,69,MF,left,left,1,0,1,common
17,70,MF,left,right,1,1,0,rare
17,71,MF,left,right,1,1,1,common
17,72,MF,left,right,1,0,1,rare
17,73,MF,left,right,1,1,0,rare
17,74,MF,right,right,0,0,1,rare
17,75,MF,left,right,0,0,0,rare
17,76,MF,left,left,1,0,0,rare
17,77,MF,right,right,0,1,0,rare
17,78,MF,right,left,1,1,1,common
17,79,MF,left,right,0,1,1,rare
17,80,MF,right,right,0,0,1,common
17,81,MF,right,left,1,0,0,common
17,82,MF,left,left,0,0,0,common
17,83,MF,left,left,1,0,0,common
17,84,MF,left,left,1,1,0,common
17,85,MF,left,left,1,0,1,common
17,86,MF,left,left,1,1,0,common
17,87,MF,left,right,1,1,1,common
17,88,MF,right,left,0,0,1,common
17,89,MF,left,right,0,1,0,common
17,90,MF,right,right,0,1,1,common
17,91,MF,left,right,0,1,1,common
17,92,MF,left,right,1,0,1,common
17,93,MF,right,right,0,0,0,rare
17,94,MF,left,right,0,1,0,common
17,95,MF,left,right,1,0,1,common
17,96,MF,left,left,1,1,0,common
17,97,MF,left,right,1,1,1,common
17,98,MF,left,right,1,1,1,common
17,99,MF,left,right,1,1,1,rare
17,100,MF,left,right,1,1,1,rare
17,101,MF,left,left,1,1,1,common
17,102,MF,left,left,1,0,1,common
17,103,MF,right,right,0,1,0,common
17,104,MF,right,right,1,1,1,common
17,105,MF,right,right,1,1,1,common
17,106,MF,left,right,0,1,1,rare
17,107,MF,left,left,1,1,1,rare
17,108,MF,left,right,1,1,1,common
17,109,MF,left,right,1,0,1,common
17,110,MF,left,right,1,1,0,common
17,111,MF,left,right,1,0,1,rare
17,112,MF,right,right,0,1,0,rare
17,113,MF,left,left,0,1,1,common
17,114,MF,right,left,0,1,1,common
17,115,MF,left,right,0,0,1,rare
17,116,MF,left,left,1,1,0,common
17,117,MF,right,left,0,0,1,common
17,118,MF,right,right,1,1,0,rare
17,119,MF,left,left,0,0,1,common
17,120,MF,right,right,0,1,0,common
17,121,MF,right,right,1,1,1,common
17,122,MF,right,right,1,0,1,common
17,123,MF,right,left,1,1,0,common
17,124,MF,right,right,1,1,1,rare
17,125,MF,left,right,0,1,1,common
17,126,MF,left,left,1,1,1,rare
17,127,MF,right,right,0,1,1,common
17,128,MF,right,left,1,1,1,common
17,129,MF,left,right,0,1,1,rare
17,130,MF,left,left,1,1,1,common
17,131,MF,left,right,1,1,1,common
17,132,MF,right,left,0,1,1,rare
17,133,MF,left,left,0,1,1,rare
17,134,MF,left,right,1,0,1,common
17,135,MF,right,left,0,0,0,common
17,136,MF,left,left,0,0,0,rare
17,137,MF,right,right,0,1,0,common
17,138,MF,left,right,0,0,1,common
17,139,MF,right,right,0,1,0,common
17,140,MF,right,right,1,1,1,common
17,141,MF,right,right,1,0,1,common
17,142,MF,right,right,1,1,0,rare
17,143,MF,right,right,1,1,1,common
17,144,MF,right,right,1,0,1,common
17,145,MF,left,right,0,1,0,rare
17,146,MF,left,right,1,1,1,common
17,147,MF,left,left,1,1,1,common
17,148,MF,right,right,0,0,1,common
17,149,MF,left,right,0,1,0,common
17,150,MF,left,right,1,1,1,common
17,151,MF,left,left,1,1,1,rare
17,152,MF,right,right,0,0,1,common
17,153,MF,right,right,1,1,0,common
17,154,MF,right,left,1,1,1,common
17,155,MF,left,right,0,1,1,rare
17,156,MF,left,right,1,0,1,rare
17,157,MF,left,left,1,1,0,common
17,158,MF,left,left,1,1,1,common
17,159,MF,left,left,1,1,1,rare
17,160,MF,left,left,1,0,1,common
17,161,MF,left,right,1,1,0,common
17,162,MF,left,left,1,1,1,common
17,163,MF,right,right,0,1,1,common
17,164,MF,right,right,1,1,1,common
17,165,MF,left,right,0,1,1,common
17,166,MF,right,left,0,1,1,common
17,167,MF,left,left,0,1,1,common
17,168,MF,left,right,1,1,1,common
17,169,MF,left,left,1,1,1,rare
17,170,MF,right,right,0,0,1,common
17,171,MF,left,left,0,1,0,common
17,172,MF,right,left,0,1,1,common
17,173,MF,left,left,0,1,1,common
17,174,MF,left,left,1,0,1,common
17,175,MF,left,right,1,1,0,common
17,176,MF,left,right,1,0,1,common
17,177,MF,left,left,1,1,0,common
17,178,MF,right,right,0,0,1,common
17,179,MF,right,right,1,1,0,common
17,180,MF,right,left,1,1,1,common
17,181,MF,left,right,0,1,1,common
17,182,MF,right,left,0,1,1,common
17,183,MF,left,right,0,0,1,common
17,184,MF,right,right,0,0,0,rare
17,185,MF,left,left,0,1,0,rare
17,186,MF,left,left,1,1,1,rare
17,187,MF,left,left,1,0,1,common
17,188,MF,right,left,0,0,0,rare
17,189,MF,right,right,1,1,0,common
