agent_type,rep_n,train_n,uncertainty
MB,27,34,0.2587102979636915
MB,27,35,0.2556734834196325
MB,27,36,0.2556734834196319
MB,27,37,0.2529679372370218
MB,27,38,0.2524788204886669
MB,27,39,0.2500854738595365
MB,27,40,0.24793169152845618
MB,27,41,0.24793169152845618
MB,27,42,0.24598483902157064
MB,27,43,0.24421804513079304
MB,27,44,0.24260896404362986
MB,27,45,0.24113884581868006
MB,27,46,0.23979182892759054
MB,27,47,0.238554395109143
MB,27,48,0.23741494448968647
MB,27,49,0.23636346094670624
MB,27,50,0.23636346094670624
MB,27,51,0.23539124598271022
MB,27,52,0.23449070517681292
MB,27,53,0.23365517539478653
MB,27,54,0.23287878389258532
MB,27,55,0.23215633259540014
MB,27,56,0.23148320241211118
MB,27,57,0.23085527361664915
MB,27,58,0.23026885920631224
MB,27,59,0.22972064881199827
MB,27,60,0.2295782244958824
MB,27,61,0.2295782244958824
MB,27,62,0.229073181616277
MB,27,63,0.22860018869254606
MB,27,64,0.228156840189226
MB,27,65,0.22804362798942002
MB,27,66,0.2276339262217424
MB,27,67,0.22724933767473854
MB,27,68,0.2268880747932408
MB,27,69,0.22654850458979303
MB,27,70,0.226229132271198
MB,27,71,0.22592858693754525
MB,27,72,0.22564560905032938
MB,27,73,0.22537903941632087
MB,27,74,0.22531030347175807
MB,27,75,0.22506270959040742
MB,27,76,0.2248292673008655
MB,27,77,0.2246090765674419
MB,27,78,0.22440130421543625
MB,27,79,0.22434888970347455
MB,27,80,0.22415550004737828
MB,27,81,0.22410844462403812
MB,27,82,0.2240638665155189
MB,27,83,0.22402162925689972
MB,27,84,0.22384595932442752
MB,27,85,0.22384595932442752
MB,27,86,0.22368004213282644
MB,27,87,0.22352328711441183
MB,27,88,0.22337514456284446
MB,27,89,0.2232351022812028
MB,27,90,0.2231026825581588
MB,27,91,0.22297743943471593
MB,27,92,0.2228589562288812
MB,27,93,0.2227468432897841
MB,27,94,0.22272192698486892
MB,27,95,0.2226170905271566
MB,27,96,0.2225946591080019
MB,27,97,0.22249656224342418
MB,27,98,0.2224036878981177
MB,27,99,0.2223157423423
MB,27,100,0.22223244995490277
MB,27,101,0.22221517205884034
MB,27,102,0.22221517205884034
MB,27,103,0.22213714960349962
MB,27,104,0.22206323349234647
MB,27,105,0.22199319754237445
MB,27,106,0.22192682904094585
MB,27,107,0.22192682904094585
MB,27,108,0.22186392784258324
MB,27,109,0.22186392784258324
MB,27,110,0.221851277957266
MB,27,111,0.2217922942973951
MB,27,112,0.22173637955412862
MB,27,113,0.2216833682214696
MB,27,114,0.22163310430126604
MB,27,115,0.221623340694455
MB,27,116,0.22157616886568454
MB,27,117,0.22153143366724137
MB,27,118,0.22153143366724137
MB,27,119,0.22148900545366157
MB,27,120,0.22144876185356832
MB,27,121,0.22141058732436159
MB,27,122,0.22137437273778326
MB,27,123,0.221340014993877
MB,27,124,0.22130741666109144
MB,27,125,0.2212764856404793
MB,27,126,0.22127065872812324
MB,27,127,0.22124160054258168
MB,27,128,0.22121402548311742
MB,27,129,0.22118785639734362
MB,27,130,0.22116302028984136
MB,27,131,0.22113944808407082
MB,27,132,0.22119484036305503
MB,27,133,0.22117350086707777
MB,27,134,0.2211532446880583
MB,27,135,0.22113401604686844
MB,27,136,0.2211157621135046
MB,27,137,0.22109843284359842
MB,27,138,0.22108198082472552
MB,27,139,0.22108198082472552
MB,27,140,0.22106636113185907
MB,27,141,0.22105153119135224
MB,27,142,0.22103745065289904
MB,27,143,0.22102408126894713
MB,27,144,0.22101138678108745
MB,27,145,0.2209993328129728
MB,27,146,0.22098788676935655
MB,27,147,0.22097701774086076
MB,27,148,0.22096669641412747
MB,27,149,0.22095689498701332
MB,27,150,0.22094758708852524
MB,27,151,0.22093874770320499
MB,27,152,0.220930353099702
MB,27,153,0.220930353099702
MB,27,154,0.22092238076327575
MB,27,155,0.22091480933200391
MB,27,156,0.22091342577195006
MB,27,157,0.2209121114992384
MB,27,158,0.22090505572700925
MB,27,159,0.22089835459258733
MB,27,160,0.22089835459258733
MB,27,161,0.22089722795657285
MB,27,162,0.2208909199225607
MB,27,163,0.220884928790815
MB,27,164,0.22087923856935054
MB,27,165,0.22087383408018357
MB,27,166,0.22087383408018357
MB,27,167,0.220868700917214
MB,27,168,0.22086382540635596
MB,27,169,0.22085919456778802
MB,27,170,0.22085479608020053
MB,27,171,0.22085479608020053
MB,27,172,0.22085061824693808
MB,27,173,0.220846649963922
MB,27,174,0.2208428806892646
MB,27,175,0.22083930041447097
MB,27,176,0.220835899637154
MB,27,177,0.22083266933517154
MB,27,178,0.22082960094211324
MB,27,179,0.22082668632405866
MB,27,180,0.22082621548446868
MB,27,181,0.22082347046733186
MB,27,182,0.22082304555305998
MB,27,183,0.22082045932689287
MB,27,184,0.220818002671882
MB,27,185,0.220815669084093
MB,27,186,0.22081345238726913
MB,27,187,0.22081134671620295
MB,27,188,0.22081103439164929
MB,27,189,0.22080904979564653
MB,27,190,0.2208087679306231
MB,27,191,0.22080689681517418
MB,27,192,0.22080511939528658
MB,27,193,0.22080343097253574
MB,27,194,0.22080182708475238
MB,27,195,0.22080030349407787
MB,27,196,0.22079885617563066
MB,27,197,0.2207974813067527
MB,27,198,0.2207974813067527
MB,27,199,0.22079617525680362
MF,28,0,1.1
MF,28,1,0.6
MF,28,2,0.6
MF,28,3,0.2820789755988283
MF,28,4,0.2820789755988283
MF,28,5,0.2820789755988283
MF,28,6,0.2410626606014855
MF,28,7,0.229832330467688
MF,28,8,0.21598151917291922
MF,28,9,0.20974249895971087
MF,28,10,0.2072816472392197
MF,28,11,0.20636080897133874
MF,28,12,0.20602709778780698
MF,28,13,0.20591515944263758
MF,28,14,0.20591515944263758
MF,28,15,0.20587118212749655
MF,28,16,0.20585483778649016
MF,28,17,0.20584895967733105
MF,28,18,0.20584688935032772
MF,28,19,0.2058461702018461
MF,28,20,0.20584592275362426
MF,28,21,0.20584583817028845
MF,28,22,0.2058458093921562
MF,28,23,0.20584579963329985
MF,28,24,0.20584579633187822
MF,28,25,0.2058457952169232
MF,28,26,0.2058457952169232
MF,28,27,0.20584579484084847
MF,28,28,0.20584579471411257
MF,28,29,0.205845794671431
MF,28,30,0.2058457946570637
MF,28,31,0.20584579465222913
MF,28,32,0.2058457946506027
MF,28,33,0.2058457946506027
MF,28,34,0.2058457946500557
MF,28,35,0.20584579464987177
MF,28,36,0.20584579464980987
MF,28,37,0.20584579464978903
MF,28,38,0.20584579464978203
MF,28,39,0.2058457946497797
MF,28,40,0.2058457946497797
MF,28,41,0.20584579464977887
MF,28,42,0.20584579464977865
MF,28,43,0.20584579464977854
MF,28,44,0.20584579464977848
MF,28,45,0.2058457946497785
MF,28,46,0.2058457946497785
MF,28,47,0.2058457946497785
MF,28,48,0.2058457946497785
MF,28,49,0.2058457946497785
MF,28,50,0.2058457946497785
MF,28,51,0.2058457946497785
MF,28,52,0.2058457946497785
MF,28,53,0.2058457946497785
MF,28,54,0.2058457946497785
MF,28,55,0.2058457946497785
MF,28,56,0.2058457946497785
MF,28,57,0.2058457946497785
MF,28,58,0.2058457946497785
MF,28,59,0.2058457946497785
MF,28,60,0.2058457946497785
MF,28,61,0.2058457946497785
MF,28,62,0.2058457946497785
MF,28,63,0.2058457946497785
MF,28,64,0.2058457946497785
MF,28,65,0.2058457946497785
MF,28,66,0.2058457946497785
MF,28,67,0.2058457946497785
MF,28,68,0.2058457946497785
MF,28,69,0.2058457946497785
MF,28,70,0.2058457946497785
MF,28,71,0.2058457946497785
MF,28,72,0.2058457946497785
MF,28,73,0.2058457946497785
MF,28,74,0.2058457946497785
MF,28,75,0.2058457946497785
MF,28,76,0.2058457946497785
MF,28,77,0.2058457946497785
MF,28,78,0.2058457946497785
MF,28,79,0.2058457946497785
MF,28,80,0.2058457946497785
MF,28,81,0.2058457946497785
MF,28,82,0.2058457946497785
MF,28,83,0.2058457946497785
MF,28,84,0.2058457946497785
MF,28,85,0.2058457946497785
MF,28,86,0.2058457946497785
MF,28,87,0.2058457946497785
MF,28,88,0.2058457946497785
MF,28,89,0.2058457946497785
MF,28,90,0.2058457946497785
MF,28,91,0.2058457946497785
MF,28,92,0.2058457946497785
MF,28,93,0.2058457946497785
MF,28,94,0.2058457946497785
MF,28,95,0.2058457946497785
MF,28,96,0.2058457946497785
MF,28,97,0.2058457946497785
MF,28,98,0.2058457946497785
MF,28,99,0.2058457946497785
MF,28,100,0.2058457946497785
MF,28,101,0.2058457946497785
MF,28,102,0.2058457946497785
MF,28,103,0.2058457946497785
MF,28,104,0.2058457946497785
MF,28,105,0.2058457946497785
MF,28,106,0.2058457946497785
MF,28,107,0.2058457946497785
MF,28,108,0.2058457946497785
MF,28,109,0.2058457946497785
MF,28,110,0.2058457946497785
MF,28,111,0.2058457946497785
MF,28,112,0.2058457946497785
MF,28,113,0.2058457946497785
MF,28,114,0.2058457946497785
MF,28,115,0.2058457946497785
MF,28,116,0.2058457946497785
MF,28,117,0.2058457946497785
MF,28,118,0.2058457946497785
MF,28,119,0.2058457946497785
MF,28,120,0.2058457946497785
MF,28,121,0.2058457946497785
MF,28,122,0.2058457946497785
MF,28,123,0.2058457946497785
MF,28,124,0.2058457946497785
MF,28,125,0.2058457946497785
MF,28,126,0.2058457946497785
MF,28,127,0.2058457946497785
MF,28,128,0.2058457946497785
MF,28,129,0.2058457946497785
MF,28,130,0.2058457946497785
MF,28,131,0.2058457946497785
MF,28,132,0.2058457946497785
MF,28,133,0.2058457946497785
MF,28,134,0.2058457946497785
MF,28,135,0.2058457946497785
MF,28,136,0.2058457946497785
MF,28,137,0.2058457946497785
MF,28,138,0.2058457946497785
MF,28,139,0.2058457946497785
MF,28,140,0.2058457946497785
MF,28,141,0.2058457946497785
MF,28,142,0.2058457946497785
MF,28,143,0.2058457946497785
MF,28,144,0.2058457946497785
MF,28,145,0.2058457946497785
MF,28,146,0.2058457946497785
MF,28,147,0.2058457946497785
MF,28,148,0.2058457946497785
MF,28,149,0.2058457946497785
MF,28,150,0.2058457946497785
MF,28,151,0.2058457946497785
MF,28,152,0.2058457946497785
MF,28,153,0.2058457946497785
MF,28,154,0.2058457946497785
MF,28,155,0.2058457946497785
MF,28,156,0.2058457946497785
MF,28,157,0.2058457946497785
MF,28,158,0.2058457946497785
MF,28,159,0.2058457946497785
MF,28,160,0.2058457946497785
MF,28,161,0.2058457946497785
MF,28,162,0.2058457946497785
MF,28,163,0.2058457946497785
MF,28,164,0.2058457946497785
MF,28,165,0.2058457946497785
MF,28,166,0.2058457946497785
MF,28,167,0.2058457946497785
MF,28,168,0.2058457946497785
MF,28,169,0.2058457946497785
MF,28,170,0.2058457946497785
MF,28,171,0.2058457946497785
MF,28,172,0.2058457946497785
MF,28,173,0.2058457946497785
MF,28,174,0.2058457946497785
MF,28,175,0.2058457946497785
MF,28,176,0.2058457946497785
MF,28,177,0.2058457946497785
MF,28,178,0.2058457946497785
MF,28,179,0.2058457946497785
MF,28,180,0.2058457946497785
MF,28,181,0.2058457946497785
MF,28,182,0.2058457946497785
MF,28,183,0.2058457946497785
MF,28,184,0.2058457946497785
MF,28,185,0.2058457946497785
MF,28,186,0.2058457946497785
MF,28,187,0.2058457946497785
MF,28,188,0.2058457946497785
MF,28,189,0.2058457946497785
MF,28,190,0.2058457946497785
MF,28,191,0.2058457946497785
MF,28,192,0.2058457946497785
MF,28,193,0.2058457946497785
MF,28,194,0.2058457946497785
MF,28,195,0.2058457946497785
MF,28,196,0.2058457946497785
MF,28,197,0.2058457946497785
MF,28,198,0.2058457946497785
MF,28,199,0.2058457946497785
MB,28,0,1.09971659728908
MB,28,1,0.7827800948772675
MB,28,2,0.39330044131657516
MB,28,3,0.3790694539749343
MB,28,4,0.3762767062243213
MB,28,5,0.37418230829566135
MB,28,6,0.3728091590399404
MB,28,7,0.3717672756877349
MB,28,8,0.3717585491041913
MB,28,9,0.37175640688360184
MB,28,10,0.3513439149261928
MB,28,11,0.3513434736807806
MB,28,12,0.33505712898718426
MB,28,13,0.3350570346463784
MB,28,14,0.32189969923325074
MB,28,15,0.31939578241618827
MB,28,16,0.3193957774541486
MB,28,17,0.3084443315347549
MB,28,18,0.29927037150922586
MB,28,19,0.29147325554822157
MB,28,20,0.29147325459799145
MB,28,21,0.28477269837213925
MB,28,22,0.2831153419442708
MB,28,23,0.2774411268710234
MB,28,24,0.27744112682090327
MB,28,25,0.27258835775218804
MB,28,26,0.26821814433992186
MB,28,27,0.26821814432871616
MB,28,28,0.26435074037971185
MB,28,29,0.26435074037706874
MB,28,30,0.2609079857445862
MB,28,31,0.25993821213139023
MB,28,32,0.25905801803705153
MB,28,33,0.2561197991952272
MB,28,34,0.2553767706783424
MB,28,35,0.2527906093312926
MB,28,36,0.25045756764011584
MB,28,37,0.2504575676401076
MB,28,38,0.2504575676401054
MB,28,39,0.2483443373186084
MB,28,40,0.24642325978965407
MB,28,41,0.2446711607631641
MB,28,42,0.2430684643597878
MB,28,43,0.2415985111972253
MB,28,44,0.2402470273818046
MB,28,45,0.23900170659675712
MB,28,46,0.23785187796649887
MB,28,47,0.23678823969705765
MB,28,48,0.2367882396970573
MB,28,49,0.23580264367401327
MB,28,50,0.23550418676144258
MB,28,51,0.23550418676144258
MB,28,52,0.2346079353040862
MB,28,53,0.2337749101228509
MB,28,54,0.2329995987588921
MB,28,55,0.23276824529729467
MB,28,56,0.23205949946511562
MB,28,57,0.2318552723664168
MB,28,58,0.23120594926474758
MB,28,59,0.23059949759185938
MB,28,60,0.23003250940590658
MB,28,61,0.23003250940590658
MB,28,62,0.23003250940590658
MB,28,63,0.22950191384146124
MB,28,64,0.2290049360872013
MB,28,65,0.22853906229715681
MB,28,66,0.22853906229715681
MB,28,67,0.22810200944810044
MB,28,68,0.2276916993403283
MB,28,69,0.22757131218557236
MB,28,70,0.22719249262494667
MB,28,71,0.22719249262494667
MB,28,72,0.22683639071179562
MB,28,73,0.22650144543213013
MB,28,74,0.22618622450578685
MB,28,75,0.22588941145813823
MB,28,76,0.22560979424204175
MB,28,77,0.22552853398222905
MB,28,78,0.22526934757941608
MB,28,79,0.2250249603631439
MB,28,80,0.2247944330870696
MB,28,81,0.22457689601707542
MB,28,82,0.2245151263426276
MB,28,83,0.22431302935268027
MB,28,84,0.22412218802073047
MB,28,85,0.22406969502713547
MB,28,86,0.22406969502713547
MB,28,87,0.22389216933339484
MB,28,88,0.22372442771986156
MB,28,89,0.22356588529768218
MB,28,90,0.2234159968492334
MB,28,91,0.2232742536567408
MB,28,92,0.22314018063263286
MB,28,93,0.2230133337180964
MB,28,94,0.2230133337180964
MB,28,95,0.222893297520519
MB,28,96,0.22277968316416463
MB,28,97,0.22267212633156308
MB,28,98,0.22267212633156308
MB,28,99,0.2225702854758036
MB,28,100,0.22254255444515236
MB,28,101,0.2224475296537065
MB,28,102,0.22242257383546804
MB,28,103,0.22242257383546804
MB,28,104,0.22233384440916248
MB,28,105,0.2222497905451961
MB,28,106,0.22217015414645036
MB,28,107,0.22209469254103775
MB,28,108,0.22202317744294808
MB,28,109,0.22195539399419117
MB,28,110,0.22189113988096743
MB,28,111,0.22189113988096743
MB,28,112,0.22183022451717205
MB,28,113,0.22183022451717205
MB,28,114,0.22177246828923136
MB,28,115,0.22171770185689843
MB,28,116,0.22166576550516637
MB,28,117,0.22161650854294557
MB,28,118,0.22156978874457678
MB,28,119,0.2215254718306281
MB,28,120,0.22148343098477885
MB,28,121,0.22144354640387076
MB,28,122,0.2214057048785032
MB,28,123,0.22136979940177037
MB,28,124,0.22133572880396457
MB,28,125,0.2213033974112707
MB,28,126,0.22127271472663357
MB,28,127,0.22124359513115155
MB,28,128,0.2212159576044942
MB,28,129,0.22118972546295257
MB,28,130,0.221164826113864
MB,28,131,0.22121894099938666
MB,28,132,0.2211964031317829
MB,28,133,0.2211750078307304
MB,28,134,0.22115469642268137
MB,28,135,0.2211354133208876
MB,28,136,0.22111710585577182
MB,28,137,0.22109972411532952
MB,28,138,0.22108322079488774
MB,28,139,0.22106755105562614
MB,28,140,0.22105267239128035
MB,28,141,0.22103854450252036
MB,28,142,0.22102512917850126
MB,28,143,0.22101239018515828
MB,28,144,0.22100029315980207
MB,28,145,0.22100029315980207
MB,28,146,0.2209888055116479
MB,28,147,0.22097789632790343
MB,28,148,0.22096753628507793
MB,28,149,0.22095769756520922
MB,28,150,0.22094835377670063
MB,28,151,0.22093947987950668
MB,28,152,0.22093105211440278
MB,28,153,0.2209230479361044
MB,28,154,0.2209230479361044
MB,28,155,0.2209230479361044
MB,28,156,0.2209230479361044
MB,28,157,0.22091544595001333
MB,28,158,0.22090822585237824
MB,28,159,0.22090136837367402
MB,28,160,0.22089485522501784
MB,28,161,0.22089315570350898
MB,28,162,0.2208870546297964
MB,28,163,0.2208870546297964
MB,28,164,0.22088125978246576
MB,28,165,0.22087980301437982
MB,28,166,0.22087437189829107
MB,28,167,0.22086921328353115
MB,28,168,0.22086431345258462
MB,28,169,0.22085965938286323
MB,28,170,0.2208552387110707
MB,28,171,0.22085103969943842
MB,28,172,0.22084705120372738
MB,28,173,0.22084326264290044
MB,28,174,0.2208396639703758
MB,28,175,0.2208396639703758
MB,28,176,0.2208396639703758
MB,28,177,0.2208362456467745
MB,28,178,0.2208329986140828
MB,28,179,0.22083221192744595
MB,28,180,0.22082916694539745
MB,28,181,0.22082627451496872
MB,28,182,0.2208235269790344
MB,28,183,0.22082091706621465
MB,28,184,0.2208184378713024
MB,28,185,0.22081608283670195
MB,28,186,0.2208138457348161
MB,28,187,0.22081172065134103
MB,28,188,0.22080970196941418
MB,28,189,0.22080778435457293
MB,28,190,0.22080596274048236
MB,28,191,0.22080553778807555
MB,28,192,0.22080382861822145
MB,28,193,0.22080220500384473
MB,28,194,0.22080066265770637
MB,28,195,0.2207991975078536
MB,28,196,0.2207978056867661
MB,28,197,0.2207964835210503
MB,28,198,0.22079522752166225
MB,28,199,0.22079403437462264
MF,29,0,1.1
MF,29,1,1.1
MF,29,2,0.6
MF,29,3,0.2820789755988283
MF,29,4,0.22928132414553062
MF,29,5,0.21377845060930134
MF,29,6,0.21377845060930134
MF,29,7,0.2085884239773701
MF,29,8,0.21872746658289222
MF,29,9,0.21256879581209173
MF,29,10,0.208649629673344
MF,29,11,0.20692173774617395
MF,29,12,0.20624077547801828
MF,29,13,0.20598686324549645
MF,29,14,0.20598686324549645
MF,29,15,0.2058952713807981
MF,29,16,0.20586293421656232
MF,29,17,0.2058516813299412
MF,29,18,0.20584780429805682
MF,29,19,0.20584647778916337
MF,29,20,0.20584602615909547
MF,29,21,0.2058458743288998
MF,29,22,0.2058458743288998
MF,29,23,0.2058458218906976
MF,29,24,0.20584580391922475
MF,29,25,0.20584579779338974
MF,29,26,0.2058457957133305
MF,29,27,0.20584579500897757
MF,29,28,0.20584579477094056
MF,29,29,0.20584579469061068
MF,29,30,0.20584579466353004
MF,29,31,0.20584579465440755
MF,29,32,0.20584579465133618
MF,29,33,0.20584579465030253
MF,29,34,0.20584579464995476
MF,29,35,0.20584579464983777
MF,29,36,0.20584579464979844
MF,29,37,0.2058457946497852
MF,29,38,0.20584579464978076
MF,29,39,0.20584579464977926
MF,29,40,0.20584579464977873
MF,29,41,0.2058457946497786
MF,29,42,0.20584579464977854
MF,29,43,0.20584579464977848
MF,29,44,0.2058457946497785
MF,29,45,0.2058457946497785
MF,29,46,0.2058457946497785
MF,29,47,0.2058457946497785
MF,29,48,0.2058457946497785
MF,29,49,0.2058457946497785
MF,29,50,0.2058457946497785
MF,29,51,0.2058457946497785
MF,29,52,0.2058457946497785
MF,29,53,0.2058457946497785
MF,29,54,0.2058457946497785
MF,29,55,0.2058457946497785
MF,29,56,0.2058457946497785
MF,29,57,0.2058457946497785
MF,29,58,0.2058457946497785
MF,29,59,0.2058457946497785
MF,29,60,0.2058457946497785
MF,29,61,0.2058457946497785
MF,29,62,0.2058457946497785
MF,29,63,0.2058457946497785
MF,29,64,0.2058457946497785
MF,29,65,0.2058457946497785
MF,29,66,0.2058457946497785
MF,29,67,0.2058457946497785
MF,29,68,0.2058457946497785
MF,29,69,0.2058457946497785
MF,29,70,0.2058457946497785
MF,29,71,0.2058457946497785
MF,29,72,0.2058457946497785
MF,29,73,0.2058457946497785
MF,29,74,0.2058457946497785
MF,29,75,0.2058457946497785
MF,29,76,0.2058457946497785
MF,29,77,0.2058457946497785
MF,29,78,0.2058457946497785
MF,29,79,0.2058457946497785
MF,29,80,0.2058457946497785
MF,29,81,0.2058457946497785
MF,29,82,0.2058457946497785
MF,29,83,0.2058457946497785
MF,29,84,0.2058457946497785
MF,29,85,0.2058457946497785
MF,29,86,0.2058457946497785
MF,29,87,0.2058457946497785
MF,29,88,0.2058457946497785
MF,29,89,0.2058457946497785
MF,29,90,0.2058457946497785
MF,29,91,0.2058457946497785
MF,29,92,0.2058457946497785
MF,29,93,0.2058457946497785
MF,29,94,0.2058457946497785
MF,29,95,0.2058457946497785
MF,29,96,0.2058457946497785
MF,29,97,0.2058457946497785
MF,29,98,0.2058457946497785
MF,29,99,0.2058457946497785
MF,29,100,0.2058457946497785
MF,29,101,0.2058457946497785
MF,29,102,0.2058457946497785
MF,29,103,0.2058457946497785
MF,29,104,0.2058457946497785
MF,29,105,0.2058457946497785
MF,29,106,0.2058457946497785
MF,29,107,0.2058457946497785
MF,29,108,0.2058457946497785
MF,29,109,0.2058457946497785
MF,29,110,0.2058457946497785
MF,29,111,0.2058457946497785
MF,29,112,0.2058457946497785
MF,29,113,0.2058457946497785
MF,29,114,0.2058457946497785
MF,29,115,0.2058457946497785
MF,29,116,0.2058457946497785
MF,29,117,0.2058457946497785
MF,29,118,0.2058457946497785
MF,29,119,0.2058457946497785
MF,29,120,0.2058457946497785
MF,29,121,0.2058457946497785
MF,29,122,0.2058457946497785
MF,29,123,0.2058457946497785
MF,29,124,0.2058457946497785
MF,29,125,0.2058457946497785
MF,29,126,0.2058457946497785
MF,29,127,0.2058457946497785
MF,29,128,0.2058457946497785
MF,29,129,0.2058457946497785
MF,29,130,0.2058457946497785
MF,29,131,0.2058457946497785
MF,29,132,0.2058457946497785
MF,29,133,0.2058457946497785
MF,29,134,0.2058457946497785
MF,29,135,0.2058457946497785
MF,29,136,0.2058457946497785
MF,29,137,0.2058457946497785
MF,29,138,0.2058457946497785
MF,29,139,0.2058457946497785
MF,29,140,0.2058457946497785
MF,29,141,0.2058457946497785
MF,29,142,0.2058457946497785
MF,29,143,0.2058457946497785
MF,29,144,0.2058457946497785
MF,29,145,0.2058457946497785
MF,29,146,0.2058457946497785
MF,29,147,0.2058457946497785
MF,29,148,0.2058457946497785
MF,29,149,0.2058457946497785
MF,29,150,0.2058457946497785
MF,29,151,0.2058457946497785
MF,29,152,0.2058457946497785
MF,29,153,0.2058457946497785
MF,29,154,0.2058457946497785
MF,29,155,0.2058457946497785
MF,29,156,0.2058457946497785
MF,29,157,0.2058457946497785
MF,29,158,0.2058457946497785
MF,29,159,0.2058457946497785
MF,29,160,0.2058457946497785
MF,29,161,0.2058457946497785
MF,29,162,0.2058457946497785
MF,29,163,0.2058457946497785
MF,29,164,0.2058457946497785
MF,29,165,0.2058457946497785
MF,29,166,0.2058457946497785
MF,29,167,0.2058457946497785
MF,29,168,0.2058457946497785
MF,29,169,0.2058457946497785
MF,29,170,0.2058457946497785
MF,29,171,0.2058457946497785
MF,29,172,0.2058457946497785
MF,29,173,0.2058457946497785
MF,29,174,0.2058457946497785
MF,29,175,0.2058457946497785
MF,29,176,0.2058457946497785
MF,29,177,0.2058457946497785
MF,29,178,0.2058457946497785
MF,29,179,0.2058457946497785
MF,29,180,0.2058457946497785
MF,29,181,0.2058457946497785
MF,29,182,0.2058457946497785
MF,29,183,0.2058457946497785
MF,29,184,0.2058457946497785
MF,29,185,0.2058457946497785
MF,29,186,0.2058457946497785
MF,29,187,0.2058457946497785
MF,29,188,0.2058457946497785
MF,29,189,0.2058457946497785
MF,29,190,0.2058457946497785
MF,29,191,0.2058457946497785
MF,29,192,0.2058457946497785
MF,29,193,0.2058457946497785
MF,29,194,0.2058457946497785
MF,29,195,0.2058457946497785
MF,29,196,0.2058457946497785
MF,29,197,0.2058457946497785
MF,29,198,0.2058457946497785
MF,29,199,0.2058457946497785
MB,29,0,1.09971659728908
MB,29,1,0.6450775886631825
MB,29,2,0.6284806749058099
MB,29,3,0.6252236279806542
MB,29,4,0.6244629702895884
MB,29,5,0.5563288903030714
MB,29,6,0.5562772788308292
MB,29,7,0.5562646160204828
MB,29,8,0.4971885892559416
MB,29,9,0.4524718225669637
MB,29,10,0.45247159930894587
MB,29,11,0.37175575180440695
MB,29,12,0.35134336534490224
MB,29,13,0.3350570346463784
MB,29,14,0.3350570114833586
MB,29,15,0.32189967856949536
MB,29,16,0.3193957774541486
MB,29,17,0.3084443315347549
MB,29,18,0.29927037150922586
MB,29,19,0.2992703704888038
MB,29,20,0.2973305133737282
MB,29,21,0.2896732493462403
MB,29,22,0.2831153419442708
MB,29,23,0.2774411268710234
MB,29,24,0.27258835779989443
MB,29,25,0.2713438215592435
MB,29,26,0.2670732232871157
MB,29,27,0.26329735489878714
MB,29,28,0.2599382121448016
MB,29,29,0.2569334699260515
MB,29,30,0.2569334699161122
MB,29,31,0.2542327075459443
MB,29,32,0.2517946768454894
MB,29,33,0.25109748000772114
MB,29,34,0.24893892532473938
MB,29,35,0.24697623490215637
MB,29,36,0.2451859125734509
MB,29,37,0.24354808015201002
MB,29,38,0.24204579888256916
MB,29,39,0.24159851119738784
MB,29,40,0.24118338199713507
MB,29,41,0.24118338199710498
MB,29,42,0.23985898776056436
MB,29,43,0.23863870973317947
MB,29,44,0.23830048202152798
MB,29,45,0.23719505855658507
MB,29,46,0.2371950585565833
MB,29,47,0.23617259251430467
MB,29,48,0.23617259251430422
MB,29,49,0.23522520742782238
MB,29,50,0.23434598011384822
MB,29,51,0.23352879864426057
MB,29,52,0.23352879864426035
MB,29,53,0.23276824529729478
MB,29,54,0.23205949946511562
MB,29,55,0.23205949946511562
MB,29,56,0.23139825662359437
MB,29,57,0.23078066032030453
MB,29,58,0.2305994975918595
MB,29,59,0.23003250940590658
MB,29,60,0.23003250940590658
MB,29,61,0.23003250940590658
MB,29,62,0.22950191384146124
MB,29,63,0.2290049360872013
MB,29,64,0.22853906229715681
MB,29,65,0.22840408249547284
MB,29,66,0.22797455387622567
MB,29,67,0.22757131218557236
MB,29,68,0.22757131218557236
MB,29,69,0.22719249262494667
MB,29,70,0.22719249262494667
MB,29,71,0.22683639071179562
MB,29,72,0.22650144543213013
MB,29,73,0.22618622450578685
MB,29,74,0.22588941145813823
MB,29,75,0.22560979424204175
MB,29,76,0.22534625519483142
MB,29,77,0.22509776214886734
MB,29,78,0.2250249603631439
MB,29,79,0.2247944330870696
MB,29,80,0.22457689601707542
MB,29,81,0.22437154275524374
MB,29,82,0.22417762471920932
MB,29,83,0.22399444619597952
MB,29,84,0.2239419172998196
MB,29,85,0.22377157986599405
MB,29,86,0.2236105821747979
MB,29,87,0.2234583709062099
MB,29,88,0.22331442975337323
MB,29,89,0.22317827651630984
MB,29,90,0.22304946046678298
MB,29,91,0.22292755995473357
MB,29,92,0.222893297520519
MB,29,93,0.22277968316416463
MB,29,94,0.2227488705690832
MB,29,95,0.222642896136372
MB,29,96,0.22254255444515236
MB,29,97,0.2224475296537065
MB,29,98,0.22235752529145336
MB,29,99,0.22233384440916248
MB,29,100,0.2222497905451961
MB,29,101,0.2222497905451961
MB,29,102,0.22217015414645036
MB,29,103,0.22214991961802533
MB,29,104,0.22207548738989247
MB,29,105,0.22200494847067043
MB,29,106,0.22193809083207838
MB,29,107,0.22192166984439032
MB,29,108,0.22185912637313532
MB,29,109,0.22179983372781853
MB,29,110,0.22174361692541655
