rep_n,train_n,addictive,agent_type,Q_lever,reward_value
1,16,False,MF,0.8453328282659011,1
1,17,False,MF,0.8461012701216757,1
1,18,False,MF,0.8463680291286766,1
1,19,False,MF,0.8464606132800792,1
1,20,False,MF,0.8464927376417267,1
1,21,False,MF,0.836732700039585,1
1,22,False,MF,0.5648051006697514,1
1,23,False,MF,0.20515678677931973,1
1,24,False,MF,-0.003831837074916883,1
1,25,False,MF,-0.003831837074916883,1
1,26,False,MF,-0.003831837074916883,1
1,27,False,MF,-0.003831837074916883,1
1,28,False,MF,-0.003831837074916883,1
1,29,False,MF,-0.003831837074916883,1
1,30,False,MF,-0.0013909778148140702,1
1,31,False,MF,-0.0013909778148140702,1
1,32,False,MF,-0.0004893757768495683,1
1,33,False,MF,-0.0001706259666500307,1
1,34,False,MF,-0.0001706259666500307,1
1,35,False,MF,-5.9335676773334335e-05,1
1,36,False,MF,-2.0618350009226343e-05,1
1,37,False,MF,-0.049209909272394575,1
1,38,False,MF,-0.06076417997342104,1
1,39,False,MF,-0.022361287069699448,1
1,40,False,MF,-0.007924520632966952,1
1,41,False,MF,-0.045320531423243715,1
1,42,False,MF,-0.045320531423243715,1
1,43,False,MF,-0.01649393249213188,1
1,44,False,MF,-0.04795412714724791,1
1,45,False,MF,-0.04795412714724791,1
1,46,False,MF,-0.04795412714724791,1
1,47,False,MF,-0.04795412714724791,1
1,48,False,MF,-0.04795412714724791,1
1,49,False,MF,-0.04795412714724791,1
1,0,False,MB,0.0,1
1,1,False,MB,0.0,1
1,2,False,MB,0.5192892110483085,1
1,3,False,MB,0.5192892110483085,1
1,4,False,MB,0.5339016778422776,1
1,5,False,MB,0.5339016778422776,1
1,6,False,MB,0.5339016778422776,1
1,7,False,MB,0.5339016778422776,1
1,8,False,MB,0.5339016778422776,1
1,9,False,MB,0.5339016778422776,1
1,10,False,MB,0.5438380416266977,1
1,11,False,MB,0.5438380416266977,1
1,12,False,MB,0.5510251426228169,1
1,13,False,MB,0.5510251426228169,1
1,14,False,MB,0.6308448031047039,1
1,15,False,MB,0.6372216924042593,1
1,16,False,MB,0.6819179826102477,1
1,17,False,MB,0.7116292581676571,1
1,18,False,MB,0.7337556211401685,1
1,19,False,MB,0.7509384644740698,1
1,20,False,MB,0.7647437207806229,1
1,21,False,MB,-0.004615649831618615,1
1,22,False,MB,-0.06678996835070207,1
1,23,False,MB,-0.06640360779319553,1
1,24,False,MB,-0.06607559852890436,1
1,25,False,MB,-0.08743337034310406,1
1,26,False,MB,-0.08706078432339494,1
1,27,False,MB,-0.09438533689807055,1
1,28,False,MB,-0.08715219196322979,1
1,29,False,MB,-0.08683343478833405,1
1,30,False,MB,-0.08893385192349233,1
1,31,False,MB,-0.08310984747213905,1
1,32,False,MB,-0.08352121012230515,1
1,33,False,MB,-0.0832561889416858,1
1,34,False,MB,-0.07853609404249118,1
1,35,False,MB,-0.07463721236893593,1
1,36,False,MB,-0.0745263919826655,1
1,37,False,MB,-0.07426040823423202,1
1,38,False,MB,-0.07405562911583369,1
1,39,False,MB,-0.0707197706745412,1
1,40,False,MB,-0.07055157906403192,1
1,41,False,MB,-0.07040156193343253,1
1,42,False,MB,-0.07011647678550834,1
1,43,False,MB,-0.06983275313477655,1
1,44,False,MB,-0.06969939152757101,1
1,45,False,MB,-0.06957932364325048,1
1,46,False,MB,-0.06688996629762375,1
1,47,False,MB,-0.06663602120548294,1
1,48,False,MB,-0.06433471107882624,1
1,49,False,MB,-0.06410985739917657,1
2,0,True,MF,0,1
2,1,True,MF,0.0,1
2,2,True,MF,0.0,1
2,3,True,MF,0.0,1
2,4,True,MF,0.0,1
2,5,True,MF,0.0,1
2,6,True,MF,0.0,1
2,7,True,MF,0.0,1
2,8,True,MF,0.0,1
2,9,True,MF,0.0,1
2,10,True,MF,0.5975475707623686,1
2,11,True,MF,0.5975475707623686,1
2,12,True,MF,0.7665177265164357,1
2,13,True,MF,0.852874487168367,1
2,14,True,MF,0.8756475915984191,1
2,15,True,MF,0.8848176913139969,1
2,16,True,MF,0.8889313909930529,1
2,17,True,MF,0.8908365615072693,1
2,18,True,MF,0.8917278257680135,1
2,19,True,MF,0.8680413852268027,1
2,20,True,MF,0.8880740262905225,1
2,21,True,MF,0.7667403753745494,1
2,22,True,MF,0.7110707128354046,1
2,23,True,MF,0.6846733807919081,1
2,24,True,MF,0.6721025869721546,1
2,25,True,MF,0.6661167191701596,1
2,26,True,MF,0.663267147776319,1
2,27,True,MF,0.6619107742606576,1
2,28,True,MF,0.661265180806851,1
2,29,True,MF,0.6609579024875286,1
2,30,True,MF,0.6608116503152826,1
2,31,True,MF,0.6607420402684581,1
2,32,True,MF,0.6471087066431465,1
2,33,True,MF,0.6601721221625769,1
2,34,True,MF,0.6611952619771312,1
2,35,True,MF,0.6610418866224189,1
2,36,True,MF,0.6610418866224189,1
2,37,True,MF,0.6608701969945605,1
2,38,True,MF,0.6471715733077857,1
2,39,True,MF,0.6601990335285342,1
2,40,True,MF,0.6612079472443998,1
2,41,True,MF,0.6610479266460876,1
2,42,True,MF,0.6608730738105767,1
2,43,True,MF,0.6607742218963448,1
2,44,True,MF,0.6607742218963448,1
2,45,True,MF,0.6607246928989033,1
2,46,True,MF,0.6607007260987734,1
2,47,True,MF,0.6606892566326241,1
2,48,True,MF,0.6606837877824178,1
2,49,True,MF,0.6470809810556032,1
2,0,True,MB,0.0,1
2,1,True,MB,0.0,1
2,2,True,MB,0.581477074877728,1
2,3,True,MB,0.6436659193023466,1
2,4,True,MB,0.6436659193023466,1
2,5,True,MB,0.6882791227316888,1
2,6,True,MB,0.6984113846390779,1
2,7,True,MB,0.7299606376901853,1
2,8,True,MB,0.7368256527034448,1
2,9,True,MB,0.7368256527034448,1
2,10,True,MB,0.7603041877833804,1
2,11,True,MB,0.7603041877833804,1
2,12,True,MB,0.7787686858055829,1
2,13,True,MB,0.7936800021411544,1
2,14,True,MB,0.7974282717096726,1
2,15,True,MB,0.7974282717096726,1
2,16,True,MB,0.8092670987807791,1
2,17,True,MB,0.8121279687560008,1
2,18,True,MB,0.8217317899384586,1
2,19,True,MB,0.8297169150154893,1
2,20,True,MB,0.8367584642379376,1
2,21,True,MB,0.8385790396317838,1
2,22,True,MB,0.8385790396317838,1
2,23,True,MB,0.6442115037682251,1
2,24,True,MB,0.6222644568824521,1
2,25,True,MB,0.622241644886084,1
2,26,True,MB,0.6247669119710458,1
2,27,True,MB,0.6255871388492843,1
2,28,True,MB,0.6255871388492843,1
2,29,True,MB,0.6281089480545436,1
2,30,True,MB,0.630416884552108,1
2,31,True,MB,0.630416884552108,1
2,32,True,MB,0.630416884552108,1
2,33,True,MB,0.630416884552108,1
2,34,True,MB,0.6325040634910666,1
2,35,True,MB,0.6330894581720538,1
2,36,True,MB,0.6336289898023073,1
2,37,True,MB,0.6354357639151423,1
2,38,True,MB,0.6358980940201935,1
2,39,True,MB,0.6375075273999559,1
2,40,True,MB,0.6389750424823815,1
2,41,True,MB,0.6403171720439217,1
2,42,True,MB,0.6403171720439217,1
2,43,True,MB,0.6415479715012348,1
2,44,True,MB,0.6426794676475461,1
2,45,True,MB,0.6437220168003102,1
2,46,True,MB,0.6446845893995591,1
2,47,True,MB,0.645574997741138,1
2,48,True,MB,0.645822912615728,1
2,49,True,MB,0.6466325222398249,1
2,0,False,MF,0,1
2,1,False,MF,0.0,1
2,2,False,MF,0.0,1
2,3,False,MF,0.0,1
2,4,False,MF,0.0,1
2,5,False,MF,0.0,1
2,6,False,MF,0.0,1
2,7,False,MF,0.0,1
2,8,False,MF,0.0,1
2,9,False,MF,0.0,1
2,10,False,MF,0.0,1
2,11,False,MF,0.0,1
2,12,False,MF,0.0,1
2,13,False,MF,0.0,1
2,14,False,MF,0.0,1
2,15,False,MF,0.0,1
2,16,False,MF,0.10617210273396545,1
2,17,False,MF,0.5915111176536502,1
2,18,False,MF,0.7681934594475245,1
2,19,False,MF,0.8236351853645799,1
2,20,False,MF,0.8404662087093575,1
2,21,False,MF,0.8404662087093575,1
2,22,False,MF,0.5659109938879361,1
2,23,False,MF,0.20526925108789995,1
2,24,False,MF,0.20526925108789995,1
2,25,False,MF,0.20526925108789995,1
2,26,False,MF,0.07237054770104692,1
2,27,False,MF,0.025265905527856135,1
2,28,False,MF,0.008791478385791371,1
2,29,False,MF,0.008791478385791371,1
2,30,False,MF,-0.07225991682850548,1
2,31,False,MF,-0.07225991682850548,1
2,32,False,MF,-0.07225991682850548,1
2,33,False,MF,-0.07434655489146175,1
2,34,False,MF,-0.07434655489146175,1
2,35,False,MF,-0.07434655489146175,1
2,36,False,MF,-0.07434655489146175,1
2,37,False,MF,-0.07434655489146175,1
2,38,False,MF,-0.027360760670449513,1
2,39,False,MF,-0.027360760670449513,1
2,40,False,MF,-0.00969642669958988,1
2,41,False,MF,-0.003391231713265014,1
2,42,False,MF,-0.003391231713265014,1
2,43,False,MF,-0.0011807198448885161,1
2,44,False,MF,-0.0011807198448885161,1
2,45,False,MF,-0.0011807198448885161,1
2,46,False,MF,-0.00041046432457465874,1
2,47,False,MF,-0.00041046432457465874,1
2,48,False,MF,-0.00041046432457465874,1
2,49,False,MF,-0.04395502334788823,1
2,0,False,MB,0.0,1
2,1,False,MB,0.0,1
2,2,False,MB,0.5192892110483085,1
2,3,False,MB,0.5192892110483085,1
2,4,False,MB,0.5339016778422776,1
2,5,False,MB,0.5339016778422776,1
2,6,False,MB,0.5438380416266977,1
2,7,False,MB,0.6226549521322192,1
2,8,False,MB,0.6226549521322192,1
2,9,False,MB,0.6683738125586655,1
2,10,False,MB,0.6683738125586655,1
2,11,False,MB,0.6683738125586655,1
2,12,False,MB,0.6996866240570538,1
2,13,False,MB,0.7233851828234781,1
2,14,False,MB,0.7290549183070812,1
2,15,False,MB,0.7290549183070812,1
2,16,False,MB,0.7468315205430034,1
2,17,False,MB,0.7611490832213456,1
2,18,False,MB,0.7611490832213456,1
2,19,False,MB,0.7729434107645062,1
2,20,False,MB,0.7828280062925765,1
2,21,False,MB,-0.005027107744254079,1
2,22,False,MB,-0.00499200227079916,1
2,23,False,MB,-0.07248863784414868,1
2,24,False,MB,-0.07206160319600702,1
2,25,False,MB,-0.06544115467198408,1
2,26,False,MB,-0.06511794825472081,1
2,27,False,MB,-0.060124101120447276,1
2,28,False,MB,-0.05987147747461785,1
2,29,False,MB,-0.05595588020213896,1
2,30,False,MB,-0.055753469212860646,1
2,31,False,MB,-0.052496460438818546,1
2,32,False,MB,-0.049892500542533344,1
2,33,False,MB,-0.04974081995737282,1
2,34,False,MB,-0.04755077210676153,1
2,35,False,MB,-0.04742357261086079,1
2,36,False,MB,-0.047310743497274946,1
2,37,False,MB,-0.04721010708507274,1
2,38,False,MB,-0.047119902379965745,1
2,39,False,MB,-0.04703868998753016,1
2,40,False,MB,-0.04518670622993952,1
2,41,False,MB,-0.0451164845633808,1
2,42,False,MB,-0.04505278212035742,1
2,43,False,MB,-0.04499480466233702,1
2,44,False,MB,-0.0433988034474633,1
2,45,False,MB,-0.04334794227446411,1
2,46,False,MB,-0.04330138798688945,1
2,47,False,MB,-0.04325866986460564,1
2,48,False,MB,-0.043219382305421876,1
2,49,False,MB,-0.05728789035870162,1
3,0,True,MF,0,1
3,1,True,MF,0.0,1
3,2,True,MF,0.0,1
3,3,True,MF,0.0,1
3,4,True,MF,0.0,1
3,5,True,MF,0.0,1
3,6,True,MF,0.0,1
3,7,True,MF,0.5975475707623686,1
3,8,True,MF,0.7710822559827094,1
3,9,True,MF,0.8369714091246244,1
3,10,True,MF,0.8665735847826134,1
3,11,True,MF,0.8803409808110422,1
3,12,True,MF,0.8867951454365363,1
3,13,True,MF,0.8898271651824208,1
3,14,True,MF,0.8912524064145643,1
3,15,True,MF,0.8912524064145643,1
3,16,True,MF,0.8678177485865628,1
3,17,True,MF,0.8879830298659193,1
3,18,True,MF,0.8913127712326103,1
3,19,True,MF,0.8679350052802468,1
3,20,True,MF,0.8880945790848193,1
3,21,True,MF,0.7667428289861954,1
3,22,True,MF,0.711071487772845,1
3,23,True,MF,0.6846738022210894,1
3,24,True,MF,0.6846738022210894,1
3,25,True,MF,0.6721028046138242,1
3,26,True,MF,0.6661168261182309,1
3,27,True,MF,0.6632671992607192,1
3,28,True,MF,0.6632671992607192,1
3,29,True,MF,0.6619107988609052,1
3,30,True,MF,0.6612651925309985,1
3,31,True,MF,0.6609579080702042,1
3,32,True,MF,0.6608116529727971,1
3,33,True,MF,0.6471418394163786,1
3,34,True,MF,0.6471418394163786,1
3,35,True,MF,0.6601856704610987,1
3,36,True,MF,0.6612015755851087,1
3,37,True,MF,0.6610448817891066,1
3,38,True,MF,0.6472646159490031,1
3,39,True,MF,0.6448236780946124,1
3,40,True,MF,0.661301007843206,1
3,41,True,MF,0.6619539983222558,1
3,42,True,MF,0.6614375944239641,1
3,43,True,MF,0.661064122110341,1
3,44,True,MF,0.6608660484376457,1
3,45,True,MF,0.6607685412548711,1
3,46,True,MF,0.6607216187696388,1
3,47,True,MF,0.6606992042733635,1
3,48,True,MF,0.6606885230171087,1
3,49,True,MF,0.6606834371410818,1
3,0,True,MB,0.0,1
3,1,True,MB,0.0,1
3,2,True,MB,0.565562507082316,1
3,3,True,MB,0.6277191771765769,1
3,4,True,MB,0.6436659193023466,1
3,5,True,MB,0.6882791227316888,1
3,6,True,MB,0.721349365016825,1
3,7,True,MB,0.721349365016825,1
3,8,True,MB,0.7299606376901853,1
3,9,True,MB,0.7368256527034448,1
3,10,True,MB,0.7603041877833804,1
3,11,True,MB,0.7787686858055829,1
3,12,True,MB,0.7936800021411544,1
3,13,True,MB,0.7974282717096726,1
3,14,True,MB,0.8006549031415588,1
3,15,True,MB,0.8121279687560008,1
3,16,True,MB,0.8217317899384586,1
3,17,True,MB,0.8239762312879401,1
3,18,True,MB,0.8259677170806851,1
3,19,True,MB,0.8335390625841067,1
3,20,True,MB,0.8402111582334075,1
3,21,True,MB,0.6453420646282297,1
3,22,True,MB,0.623252633583111,1
3,23,True,MB,0.6241491552162051,1
3,24,True,MB,0.6241491552162051,1
3,25,True,MB,0.6241491552162051,1
3,26,True,MB,0.6239552718342813,1
3,27,True,MB,0.6263359191602108,1
3,28,True,MB,0.6287974089018931,1
3,29,True,MB,0.6287974089018931,1
3,30,True,MB,0.6310511482279123,1
3,31,True,MB,0.6330894581720538,1
3,32,True,MB,0.6349359929952799,1
3,33,True,MB,0.6354357639151423,1
3,34,True,MB,0.6354357639151423,1
3,35,True,MB,0.6358980940201935,1
3,36,True,MB,0.6358980940201935,1
3,37,True,MB,0.6358980940201935,1
3,38,True,MB,0.6375075273999559,1
3,39,True,MB,0.6389750424823815,1
3,40,True,MB,0.6403171720439217,1
3,41,True,MB,0.6415479715012348,1
3,42,True,MB,0.6418713734109185,1
3,43,True,MB,0.6429816830622297,1
3,44,True,MB,0.643263884667126,1
3,45,True,MB,0.6442689040052167,1
3,46,True,MB,0.6451967767686361,1
3,47,True,MB,0.6454285999372362,1
3,48,True,MB,0.6462726158055633,1
3,49,True,MB,0.646476657792657,1
3,0,False,MF,0,1
3,1,False,MF,0.5,1
3,2,False,MF,0.8310958159635298,1
3,3,False,MF,0.85482269299048,1
3,4,False,MF,0.8448299113565396,1
3,5,False,MF,0.8402591549880821,1
3,6,False,MF,0.8475530400475313,1
3,7,False,MF,0.8485474515001887,1
3,8,False,MF,0.8480257728320892,1
